"","UniqueID","title","author..from.Imported.table.2.","journal..from.Imported.table.2.","year..from.Imported.table.2.","sample","positives","prevalence","bat_species","virus_genus","virus_genus_notes","virus_subgenus","virus_species","virus_strain","detection_type","study_type","detection_method","method_specific","single.multiple.PCR.method","gene_targets","Terminal.sampling.","tissue","country","country_hemisphere","state","site","longitude","latitude","sample_year","start_year","start_month","end_year","end_month","sample_season","sample_season_simplified","X..Sampling.Trips","Sex.Info.","Habitat.Disturbance.Info.","Coinfection.Info.","Flag","Entered.by","Last.modified","tissue_simplified","sample_simplified","summer","fall","winter","spring","latidudedecimal","longitudedecimal","gene_targets_simplified","euthanasia","euthanasia_simplified","method_specific_simplified","virus_genus_simplified","spec","species_for_reader","species","studies","observation","study","yi","vi","backtrans","phylo","species_char","family"
"1099",1246,"no evidence of coronavirus infection by reverse transcriptase-pcr in bats in belgium","Van Gucht et al.","J Wildl Dis",2014,13,0,0,"Pipistrellus nathusii","alphacoronavirus or betacoronavirus or gammacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR","single","E, RdRp",NA,"intestines","Belgium","N","","80% dead near homes, 20% dead in animal rescue centers","NA","NA","","2008","",2013,"","","Year",NA,"N","Y, dead near homes, rescue centers","N","","VERENA Admin","4/12/2022 2:19pm","intestine","tissue","1","1","1","1",NA,NA,"RdRp_Other","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Pipistrellus nathusii","Pipistrellus nathusii","no evidence of coronavirus infection by reverse transcriptase-pcr in bats in belgium","911","no evidence of coronavirus infection by reverse transcriptase-pcr in bats in belgium",0.135274881489286,0.0185185185185185,0,"Pipistrellus nathusii","Pipistrellus nathusii","VESPERTILIONIDAE"
"1100",1247,"no evidence of coronavirus infection by reverse transcriptase-pcr in bats in belgium","Van Gucht et al.","J Wildl Dis",2014,3,0,0,"Myotis daubentonii","alphacoronavirus or betacoronavirus or gammacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR","single","E, RdRp",NA,"lung","Belgium","N","","80% dead near homes, 20% dead in animal rescue centers","NA","NA","","2008","",2013,"","","Year",NA,"N","Y, dead near homes, rescue centers","N","","VERENA Admin","4/12/2022 2:19pm","lung or respiratory","tissue","1","1","1","1",NA,NA,"RdRp_Other","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Myotis daubentonii","Myotis daubentonii","no evidence of coronavirus infection by reverse transcriptase-pcr in bats in belgium","912","no evidence of coronavirus infection by reverse transcriptase-pcr in bats in belgium",0.261799387799149,0.0714285714285714,0,"Myotis daubentonii","Myotis daubentonii","VESPERTILIONIDAE"
"1101",1248,"no evidence of coronavirus infection by reverse transcriptase-pcr in bats in belgium","Van Gucht et al.","J Wildl Dis",2014,5,0,0,"Plecotus auritus","alphacoronavirus or betacoronavirus or gammacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR","single","E, RdRp",NA,"lung","Belgium","N","","80% dead near homes, 20% dead in animal rescue centers","NA","NA","","2008","",2013,"","","Year",NA,"N","Y, dead near homes, rescue centers","N","","VERENA Admin","4/12/2022 2:19pm","lung or respiratory","tissue","1","1","1","1",NA,NA,"RdRp_Other","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Plecotus auritus","Plecotus auritus","no evidence of coronavirus infection by reverse transcriptase-pcr in bats in belgium","913","no evidence of coronavirus infection by reverse transcriptase-pcr in bats in belgium",0.210267167641983,0.0454545454545455,0,"Plecotus auritus","Plecotus auritus","VESPERTILIONIDAE"
"1102",1249,"no evidence of coronavirus infection by reverse transcriptase-pcr in bats in belgium","Van Gucht et al.","J Wildl Dis",2014,3,0,0,"Plecotus auritus","alphacoronavirus or betacoronavirus or gammacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR","single","E, RdRp",NA,"intestines","Belgium","N","","80% dead near homes, 20% dead in animal rescue centers","NA","NA","","2008","",2013,"","","Year",NA,"N","Y, dead near homes, rescue centers","N","","VERENA Admin","4/12/2022 2:19pm","intestine","tissue","1","1","1","1",NA,NA,"RdRp_Other","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Plecotus auritus","Plecotus auritus","no evidence of coronavirus infection by reverse transcriptase-pcr in bats in belgium","914","no evidence of coronavirus infection by reverse transcriptase-pcr in bats in belgium",0.261799387799149,0.0714285714285714,0,"Plecotus auritus","Plecotus auritus","VESPERTILIONIDAE"
"1103",1250,"no evidence of coronavirus infection by reverse transcriptase-pcr in bats in belgium","Van Gucht et al.","J Wildl Dis",2014,1,0,0,"Nyctalus noctula","alphacoronavirus or betacoronavirus or gammacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR","single","E, RdRp",NA,"lung","Belgium","N","","80% dead near homes, 20% dead in animal rescue centers","NA","NA","","2008","",2013,"","","Year",NA,"N","Y, dead near homes, rescue centers","N","","VERENA Admin","4/12/2022 2:19pm","lung or respiratory","tissue","1","1","1","1",NA,NA,"RdRp_Other","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Nyctalus noctula","Nyctalus noctula","no evidence of coronavirus infection by reverse transcriptase-pcr in bats in belgium","915","no evidence of coronavirus infection by reverse transcriptase-pcr in bats in belgium",0.392699081698724,0.166666666666667,0,"Nyctalus noctula","Nyctalus noctula","VESPERTILIONIDAE"
"1104",1251,"no evidence of coronavirus infection by reverse transcriptase-pcr in bats in belgium","Van Gucht et al.","J Wildl Dis",2014,1,0,0,"Eptesicus serotinus","alphacoronavirus or betacoronavirus or gammacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR","single","E, RdRp",NA,"lung","Belgium","N","","80% dead near homes, 20% dead in animal rescue centers","NA","NA","","2008","",2013,"","","Year",NA,"N","Y, dead near homes, rescue centers","N","","VERENA Admin","4/12/2022 2:19pm","lung or respiratory","tissue","1","1","1","1",NA,NA,"RdRp_Other","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Eptesicus serotinus","Eptesicus serotinus","no evidence of coronavirus infection by reverse transcriptase-pcr in bats in belgium","916","no evidence of coronavirus infection by reverse transcriptase-pcr in bats in belgium",0.392699081698724,0.166666666666667,0,"Eptesicus serotinus","Eptesicus serotinus","VESPERTILIONIDAE"
"1105",1252,"novel alphacoronaviruses and paramyxoviruses cocirculate with type 1 and severe acute respiratory system (sars)-related betacoronaviruses in synanthropic bats of luxembourg","Pauly et al.","Appl Environ Microbiol",2017,44,8,0.181818,"Myotis emarginatus","alphacoronavirus","","","","","single","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"faeces","Luxembourg","N","Lintgen","","NA","NA","2016","","",NA,"","June","Summer",NA,"N","Y, unclear","Y, PV & CoV (none detected)","","VERENA Admin","4/12/2022 2:19pm","faecal, rectal, or anal","faeces","1","0","0","0",NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Myotis emarginatus","Myotis emarginatus","novel alphacoronaviruses and paramyxoviruses cocirculate with type 1 and severe acute respiratory system (sars)-related betacoronaviruses in synanthropic bats of luxembourg","917","novel alphacoronaviruses and paramyxoviruses cocirculate with type 1 and severe acute respiratory system (sars)-related betacoronaviruses in synanthropic bats of luxembourg",0.449448757988886,0.00561797752808989,0.181818181818182,"Myotis emarginatus","Myotis emarginatus","VESPERTILIONIDAE"
"1106",1253,"novel alphacoronaviruses and paramyxoviruses cocirculate with type 1 and severe acute respiratory system (sars)-related betacoronaviruses in synanthropic bats of luxembourg","Pauly et al.","Appl Environ Microbiol",2017,44,1,0.022727,"Myotis emarginatus","alphacoronavirus","","","","","single","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"faeces","Luxembourg","N","Ettelbruck","","NA","NA","2016","","",NA,"","June","Summer",NA,"N","Y, unclear","Y, PV & CoV (none detected)","","VERENA Admin","4/12/2022 2:19pm","faecal, rectal, or anal","faeces","1","0","0","0",NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Myotis emarginatus","Myotis emarginatus","novel alphacoronaviruses and paramyxoviruses cocirculate with type 1 and severe acute respiratory system (sars)-related betacoronaviruses in synanthropic bats of luxembourg","918","novel alphacoronaviruses and paramyxoviruses cocirculate with type 1 and severe acute respiratory system (sars)-related betacoronaviruses in synanthropic bats of luxembourg",0.181020561549481,0.00561797752808989,0.0227272727272727,"Myotis emarginatus","Myotis emarginatus","VESPERTILIONIDAE"
"1107",1254,"novel alphacoronaviruses and paramyxoviruses cocirculate with type 1 and severe acute respiratory system (sars)-related betacoronaviruses in synanthropic bats of luxembourg","Pauly et al.","Appl Environ Microbiol",2017,45,0,0,"Myotis emarginatus","alphacoronavirus or betacoronavirus or gammacoronavirus or deltacoronavirus","","","","","single","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"faeces","Luxembourg","N","Marienthal","","NA","NA","2016","","",NA,"","June","Summer",NA,"N","Y, unclear","Y, PV & CoV (none detected)","","VERENA Admin","4/12/2022 2:19pm","faecal, rectal, or anal","faeces","1","0","0","0",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis emarginatus","Myotis emarginatus","novel alphacoronaviruses and paramyxoviruses cocirculate with type 1 and severe acute respiratory system (sars)-related betacoronaviruses in synanthropic bats of luxembourg","919","novel alphacoronaviruses and paramyxoviruses cocirculate with type 1 and severe acute respiratory system (sars)-related betacoronaviruses in synanthropic bats of luxembourg",0.0739907303743919,0.00549450549450549,0,"Myotis emarginatus","Myotis emarginatus","VESPERTILIONIDAE"
"1108",1255,"novel alphacoronaviruses and paramyxoviruses cocirculate with type 1 and severe acute respiratory system (sars)-related betacoronaviruses in synanthropic bats of luxembourg","Pauly et al.","Appl Environ Microbiol",2017,33,1,0.030303,"Myotis emarginatus","betacoronavirus","","Embecovirus","","BetaCov1","single","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"faeces","Luxembourg","N","Bissen","","NA","NA","2016","","",NA,"","June","Summer",NA,"N","Y, unclear","Y, PV & CoV (none detected)","","VERENA Admin","4/12/2022 2:19pm","faecal, rectal, or anal","faeces","1","0","0","0",NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Myotis emarginatus","Myotis emarginatus","novel alphacoronaviruses and paramyxoviruses cocirculate with type 1 and severe acute respiratory system (sars)-related betacoronaviruses in synanthropic bats of luxembourg","920","novel alphacoronaviruses and paramyxoviruses cocirculate with type 1 and severe acute respiratory system (sars)-related betacoronaviruses in synanthropic bats of luxembourg",0.208664626513094,0.00746268656716418,0.0303030303030303,"Myotis emarginatus","Myotis emarginatus","VESPERTILIONIDAE"
"1109",1256,"novel alphacoronaviruses and paramyxoviruses cocirculate with type 1 and severe acute respiratory system (sars)-related betacoronaviruses in synanthropic bats of luxembourg","Pauly et al.","Appl Environ Microbiol",2017,44,0,0,"Myotis emarginatus","alphacoronavirus or betacoronavirus or gammacoronavirus or deltacoronavirus","","","","","single","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"faeces","Luxembourg","N","Colpach","","NA","NA","2016","","",NA,"","June","Summer",NA,"N","Y, unclear","Y, PV & CoV (none detected)","","VERENA Admin","4/12/2022 2:19pm","faecal, rectal, or anal","faeces","1","0","0","0",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis emarginatus","Myotis emarginatus","novel alphacoronaviruses and paramyxoviruses cocirculate with type 1 and severe acute respiratory system (sars)-related betacoronaviruses in synanthropic bats of luxembourg","921","novel alphacoronaviruses and paramyxoviruses cocirculate with type 1 and severe acute respiratory system (sars)-related betacoronaviruses in synanthropic bats of luxembourg",0.0748144546797587,0.00561797752808989,0,"Myotis emarginatus","Myotis emarginatus","VESPERTILIONIDAE"
"1110",1257,"novel alphacoronaviruses and paramyxoviruses cocirculate with type 1 and severe acute respiratory system (sars)-related betacoronaviruses in synanthropic bats of luxembourg","Pauly et al.","Appl Environ Microbiol",2017,44,2,0.045455,"Myotis emarginatus","betacoronavirus","","Embecovirus","","BetaCov1","single","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"faeces","Luxembourg","N","Platen","","NA","NA","2016","","",NA,"","June","Summer",NA,"N","Y, unclear","Y, PV & CoV (none detected)","","VERENA Admin","4/12/2022 2:19pm","faecal, rectal, or anal","faeces","1","0","0","0",NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Myotis emarginatus","Myotis emarginatus","novel alphacoronaviruses and paramyxoviruses cocirculate with type 1 and severe acute respiratory system (sars)-related betacoronaviruses in synanthropic bats of luxembourg","922","novel alphacoronaviruses and paramyxoviruses cocirculate with type 1 and severe acute respiratory system (sars)-related betacoronaviruses in synanthropic bats of luxembourg",0.236784812321234,0.00561797752808989,0.0454545454545455,"Myotis emarginatus","Myotis emarginatus","VESPERTILIONIDAE"
"1111",1266,"novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses","Lau et al.","Viruses",2019,3,0,0,"Cynopterus sphinx","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab,alimentary specimen","China","N","Hong Kong","Sheung Wo Hang","NA","NA","","2013","",2015,"","","Year",NA,"N","Y, mentions cities, unclear","N","","VERENA Admin","4/12/2022 2:20pm","pooled swabs/samples","pooled","1","1","1","1",NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Cynopterus sphinx","Cynopterus sphinx","novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses","923","novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses",0.261799387799149,0.0714285714285714,0,"Cynopterus sphinx","Cynopterus sphinx","PTEROPODIDAE"
"1112",1267,"novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses","Lau et al.","Viruses",2019,3,0,0,"Hipposideros armiger","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab,alimentary specimen","China","N","Guizhou","","NA","NA","","2013","",2015,"","","Year",NA,"N","Y, mentions cities, unclear","N","","VERENA Admin","4/12/2022 2:20pm","pooled swabs/samples","pooled","1","1","1","1",NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Hipposideros armiger","Hipposideros armiger","novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses","924","novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses",0.261799387799149,0.0714285714285714,0,"Hipposideros armiger","Hipposideros armiger","HIPPOSIDERIDAE"
"1113",1268,"novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses","Lau et al.","Viruses",2019,21,0,0,"Hipposideros larvatus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab,alimentary specimen","China","N","Guizhou","","NA","NA","","2013","",2015,"","","Year",NA,"N","Y, mentions cities, unclear","N","","VERENA Admin","4/12/2022 2:20pm","pooled swabs/samples","pooled","1","1","1","1",NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Hipposideros larvatus","Hipposideros larvatus","novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses","925","novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses",0.107424916537856,0.0116279069767442,0,"Hipposideros larvatus","Hipposideros larvatus","HIPPOSIDERIDAE"
"1114",1269,"novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses","Lau et al.","Viruses",2019,182,2,0.010989,"Hipposideros pomona","alphacoronavirus","","","","Hi-BatCoV HKU10","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab,alimentary specimen","China","N","Hong Kong, Guangdong","Tai Lam-Shek Kong (HK)","NA","NA","","2013","",2015,"","","Year",NA,"N","Y, mentions cities, unclear","N","","VERENA Admin","4/12/2022 2:20pm","pooled swabs/samples","pooled","1","1","1","1",NA,NA,"RdRp","Yes, for this study","Yes","PCR","alphacoronavirus",1,"Hipposideros pomona","Hipposideros pomona","novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses","926","novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses",0.116561176483438,0.00136986301369863,0.010989010989011,"Hipposideros pomona","Hipposideros pomona","HIPPOSIDERIDAE"
"1115",1270,"novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses","Lau et al.","Viruses",2019,2,0,0,"Hypsugo pulveratus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab,alimentary specimen","China","N","Hong Kong","Lin Ma Hang Pool","NA","NA","","2013","",2015,"","","Year",NA,"N","Y, mentions cities, unclear","N","","VERENA Admin","4/12/2022 2:20pm","pooled swabs/samples","pooled","1","1","1","1",NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Pipistrellus pulveratus","Pipistrellus pulveratus","novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses","927","novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses",0.307739854335194,0.1,0,"Pipistrellus pulveratus","Pipistrellus pulveratus","VESPERTILIONIDAE"
