PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
16940861,Infectious diseases emerging from Chinese wet-markets: zoonotic origins of severe respiratory viral infections,"Woo PC, Lau SK, Yuen KY.",Curr Opin Infect Dis. 2006 Oct;19(5):401-7. doi: 10.1097/01.qco.0000244043.08264.fc.,Woo PC,Curr Opin Infect Dis,2006,8/31/06,PMC7141584,,10.1097/01.qco.0000244043.08264.fc
32776964,"Coronavirus testing indicates transmission risk increases along wildlife supply chains for human consumption in Viet Nam, 2013-2014","Huong NQ, Nga NTT, Long NV, Luu BD, Latinne A, Pruvot M, Phuong NT, Quang LTV, Hung VV, Lan NT, Hoa NT, Minh PQ, Diep NT, Tung N, Ky VD, Roberton SI, Thuy HB, Long NV, Gilbert M, Wicker L, Mazet JAK, Johnson CK, Goldstein T, Tremeau-Bravard A, Ontiveros V, Joly DO, Walzer C, Fine AE, Olson SH.",PLoS One. 2020 Aug 10;15(8):e0237129. doi: 10.1371/journal.pone.0237129. eCollection 2020.,Huong NQ,PLoS One,2020,8/11/20,PMC7416947,,10.1371/journal.pone.0237129
32422937,The Phylogeography of MERS-CoV in Hospital Outbreak-Associated Cases Compared to Sporadic Cases in Saudi Arabia,"Chen X, Adam DC, Chughtai AA, Stelzer-Braid S, Scotch M, MacIntyre CR.",Viruses. 2020 May 14;12(5):540. doi: 10.3390/v12050540.,Chen X,Viruses,2020,5/20/20,PMC7290704,,10.3390/v12050540
24174406,Bats as animal reservoirs for the SARS coronavirus: hypothesis proved after 10 years of virus hunting,"Wang M, Hu Z.",Virol Sin. 2013 Dec;28(6):315-7. doi: 10.1007/s12250-013-3402-x. Epub 2013 Oct 30.,Wang M,Virol Sin,2013,11/1/13,PMC7091109,,10.1007/s12250-013-3402-x
32658964,Viral CpG Deficiency Provides No Evidence That Dogs Were Intermediate Hosts for SARS-CoV-2,"Pollock DD, Castoe TA, Perry BW, Lytras S, Wade KJ, Robertson DL, Holmes EC, Boni MF, Kosakovsky Pond SL, Parry R, Carlton EJ, Wood JLN, Pennings PS, Goldstein RA.",Mol Biol Evol. 2020 Sep 1;37(9):2706-2710. doi: 10.1093/molbev/msaa178.,Pollock DD,Mol Biol Evol,2020,7/14/20,PMC7454803,,10.1093/molbev/msaa178
22345464,Metagenomic analysis of viruses from bat fecal samples reveals many novel viruses in insectivorous bats in China,"Ge X, Li Y, Yang X, Zhang H, Zhou P, Zhang Y, Shi Z.",J Virol. 2012 Apr;86(8):4620-30. doi: 10.1128/JVI.06671-11. Epub 2012 Feb 15.,Ge X,J Virol,2012,2/21/12,PMC3318625,,10.1128/JVI.06671-11
18579604,Pathways of cross-species transmission of synthetically reconstructed zoonotic severe acute respiratory syndrome coronavirus,"Sheahan T, Rockx B, Donaldson E, Corti D, Baric R.",J Virol. 2008 Sep;82(17):8721-32. doi: 10.1128/JVI.00818-08. Epub 2008 Jun 25.,Sheahan T,J Virol,2008,6/27/08,PMC2519660,,10.1128/JVI.00818-08
25972557,Transcriptome Profiling of the Virus-Induced Innate Immune Response in Pteropus vampyrus and Its Attenuation by Nipah Virus Interferon Antagonist Functions,"Glennon NB, Jabado O, Lo MK, Shaw ML.",J Virol. 2015 Aug;89(15):7550-66. doi: 10.1128/JVI.00302-15. Epub 2015 May 13.,Glennon NB,J Virol,2015,5/15/15,PMC4505658,,10.1128/JVI.00302-15
32630840,The Adenovirus Dodecahedron: Beyond the Platonic Story,"Besson S, Vragniau C, Vassal-Stermann E, Dagher MC, Fender P.",Viruses. 2020 Jul 2;12(7):718. doi: 10.3390/v12070718.,Besson S,Viruses,2020,7/8/20,PMC7412204,,10.3390/v12070718
32737584,A palindromic RNA sequence as a common breakpoint contributor to copy-choice recombination in SARS-COV-2,Gallaher WR.,Arch Virol. 2020 Oct;165(10):2341-2348. doi: 10.1007/s00705-020-04750-z. Epub 2020 Jul 31.,Gallaher WR,Arch Virol,2020,8/2/20,PMC7394270,,10.1007/s00705-020-04750-z
23473226,Serological evidence of Toxoplasma gondii infection in five species of bats in China,"Yuan ZG, Luo SJ, Dubey JP, Zhou DH, Zhu YP, He Y, He XH, Zhang XX, Zhu XQ.",Vector Borne Zoonotic Dis. 2013 Jun;13(6):422-4. doi: 10.1089/vbz.2012.1091. Epub 2013 Mar 8.,Yuan ZG,Vector Borne Zoonotic Dis,2013,3/12/13,PMC3669597,,10.1089/vbz.2012.1091
24206838,"Middle East respiratory syndrome coronavirus in bats, Saudi Arabia","Memish ZA, Mishra N, Olival KJ, Fagbo SF, Kapoor V, Epstein JH, Alhakeem R, Durosinloun A, Al Asmari M, Islam A, Kapoor A, Briese T, Daszak P, Al Rabeeah AA, Lipkin WI.",Emerg Infect Dis. 2013 Nov;19(11):1819-23. doi: 10.3201/eid1911.131172.,Memish ZA,Emerg Infect Dis,2013,11/12/13,PMC3837665,,10.3201/eid1911.131172
18504193,[Development of a SPA-ELISA method for detecting anti-coronavirus IgG antibodies in serum samples from fulvous fruit bats],"Zhou J, Liao YX, Chen Z, Li YC, Gao LL, Chen YX, Cai LG, Chen Q, Yu SY.",Nan Fang Yi Ke Da Xue Xue Bao. 2008 May;28(5):736-8.,Zhou J,Nan Fang Yi Ke Da Xue Xue Bao,2008,5/28/08,,,
24130470,Feature selection methods for identifying genetic determinants of host species in RNA viruses,"Aguas R, Ferguson NM.",PLoS Comput Biol. 2013;9(10):e1003254. doi: 10.1371/journal.pcbi.1003254. Epub 2013 Oct 10.,Aguas R,PLoS Comput Biol,2013,10/17/13,PMC3794897,,10.1371/journal.pcbi.1003254
22438550,Evidence for ACE2-utilizing coronaviruses (CoVs) related to severe acute respiratory syndrome CoV in bats,"Demogines A, Farzan M, Sawyer SL.",J Virol. 2012 Jun;86(11):6350-3. doi: 10.1128/JVI.00311-12. Epub 2012 Mar 21.,Demogines A,J Virol,2012,3/23/12,PMC3372174,,10.1128/JVI.00311-12
20055576,Circulation of group 2 coronaviruses in a bat species common to urban areas in Western Europe,"Reusken CB, Lina PH, Pielaat A, de Vries A, Dam-Deisz C, Adema J, Drexler JF, Drosten C, Kooi EA.",Vector Borne Zoonotic Dis. 2010 Oct;10(8):785-91. doi: 10.1089/vbz.2009.0173. Epub 2010 Jan 7.,Reusken CB,Vector Borne Zoonotic Dis,2010,1/9/10,,,10.1089/vbz.2009.0173
20478089,Detection of a virus related to betacoronaviruses in Italian greater horseshoe bats,"Balboni A, Palladini A, Bogliani G, Battilani M.",Epidemiol Infect. 2011 Feb;139(2):216-9. doi: 10.1017/S0950268810001147. Epub 2010 May 18.,Balboni A,Epidemiol Infect,2011,5/19/10,,,10.1017/S0950268810001147
20979304,[Analysis of SARS-coronavirus genome],Fukushi S.,Nihon Rinsho. 2010 Aug;68 Suppl 8:541-5.,Fukushi S,Nihon Rinsho,2010,10/28/10,,,
32631885,Rewilding immunology,Flies AS; Wild Comparative Immunology Consortium.,Science. 2020 Jul 3;369(6499):37-38. doi: 10.1126/science.abb8664.,Flies AS,Science,2020,7/8/20,,,10.1126/science.abb8664
24511826,"[Bats, viruses and humans: coronaviruses on the rise?]","Winter C, Herrler G.",Berl Munch Tierarztl Wochenschr. 2013 Nov-Dec;126(11-12):509-13.,Winter C,Berl Munch Tierarztl Wochenschr,2013,2/12/14,,,
32883935,Genomic evolution of severe acute respiratory syndrome Coronavirus 2 in India and vaccine impact,"Jacob JJ, Vasudevan K, Veeraraghavan B, Iyadurai R, Gunasekaran K.",Indian J Med Microbiol. 2020 Apr-Jun;38(2):210-212. doi: 10.4103/ijmm.IJMM_20_303.,Jacob JJ,Indian J Med Microbiol,2020,9/5/20,,,10.4103/ijmm.IJMM_20_303
32454408,COVID-19 as a STING disorder with delayed over-secretion of interferon-beta,"Berthelot JM, Lioté F.",EBioMedicine. 2020 Jun;56:102801. doi: 10.1016/j.ebiom.2020.102801. Epub 2020 May 23.,Berthelot JM,EBioMedicine,2020,5/27/20,PMC7244443,,10.1016/j.ebiom.2020.102801
23473214,Coronaviruses in South African bats,"Geldenhuys M, Weyer J, Nel LH, Markotter W.",Vector Borne Zoonotic Dis. 2013 Jul;13(7):516-9. doi: 10.1089/vbz.2012.1101. Epub 2013 Mar 8.,Geldenhuys M,Vector Borne Zoonotic Dis,2013,3/12/13,,,10.1089/vbz.2012.1101
23504146,Detection of Alphacoronavirus in velvety free-tailed bats (Molossus molossus) and Brazilian free-tailed bats (Tadarida brasiliensis) from urban area of Southern Brazil,"Lima FE, Campos FS, Kunert Filho HC, Batista HB, Carnielli P Jr, Cibulski SP, Spilki FR, Roehe PM, Franco AC.",Virus Genes. 2013 Aug;47(1):164-7. doi: 10.1007/s11262-013-0899-x. Epub 2013 Mar 16.,Lima FE,Virus Genes,2013,3/19/13,PMC7089283,,10.1007/s11262-013-0899-x
32488616,Coronavirus surveillance of wildlife in the Lao People's Democratic Republic detects viral RNA in rodents,"McIver DJ, Silithammavong S, Theppangna W, Gillis A, Douangngeun B, Khammavong K, Singhalath S, Duong V, Buchy P, Olson SH, Keatts L, Fine AE, Greatorex Z, Gilbert M, LeBreton M, Saylors K, Joly DO, Rubin EM, Lange CE.",Arch Virol. 2020 Aug;165(8):1869-1875. doi: 10.1007/s00705-020-04683-7. Epub 2020 Jun 1.,McIver DJ,Arch Virol,2020,6/4/20,PMC7265875,,10.1007/s00705-020-04683-7
18400147,"Detection and prevalence patterns of group I coronaviruses in bats, northern Germany","Gloza-Rausch F, Ipsen A, Seebens A, Göttsche M, Panning M, Drexler JF, Petersen N, Annan A, Grywna K, Müller M, Pfefferle S, Drosten C.",Emerg Infect Dis. 2008 Apr;14(4):626-31. doi: 10.3201/eid1404.071439.,Gloza-Rausch F,Emerg Infect Dis,2008,4/11/08,PMC2570906,,10.3201/eid1404.071439
23562481,Metagenomic study of the viruses of African straw-coloured fruit bats: detection of a chiropteran poxvirus and isolation of a novel adenovirus,"Baker KS, Leggett RM, Bexfield NH, Alston M, Daly G, Todd S, Tachedjian M, Holmes CE, Crameri S, Wang LF, Heeney JL, Suu-Ire R, Kellam P, Cunningham AA, Wood JL, Caccamo M, Murcia PR.",Virology. 2013 Jul 5;441(2):95-106. doi: 10.1016/j.virol.2013.03.014. Epub 2013 Apr 4.,Baker KS,Virology,2013,4/9/13,PMC3667569,,10.1016/j.virol.2013.03.014
25098304,No evidence of coronavirus infection by reverse transcriptase-PCR in bats in Belgium,"Van Gucht S, Nazé F, El Kadaani K, Bauwens D, Francart A, Brochier B, Wuillaume F, Thomas I.",J Wildl Dis. 2014 Oct;50(4):969-71. doi: 10.7589/2013-10-269. Epub 2014 Aug 6.,Van Gucht S,J Wildl Dis,2014,8/8/14,,,10.7589/2013-10-269
26920712,"The prevalence, origin, and prevention of six human coronaviruses","Liu L, Wang T, Lu J.",Virol Sin. 2016 Feb;31(1):94-9. doi: 10.1007/s12250-015-3687-z.,Liu L,Virol Sin,2016,2/28/16,PMC7090447,,10.1007/s12250-015-3687-z
32749472,"Suppressed anti-inflammatory heat shock response in high-risk COVID-19 patients: lessons from basic research (inclusive bats), light on conceivable therapies","Heck TG, Ludwig MS, Frizzo MN, Rasia-Filho AA, Homem de Bittencourt PI.",Clin Sci (Lond). 2020 Aug 14;134(15):1991-2017. doi: 10.1042/CS20200596.,Heck TG,Clin Sci (Lond),2020,8/5/20,PMC7403894,,10.1042/CS20200596
22276674,Alphacoronavirus detected in bats in the United Kingdom,"August TA, Mathews F, Nunn MA.",Vector Borne Zoonotic Dis. 2012 Jun;12(6):530-3. doi: 10.1089/vbz.2011.0829. Epub 2012 Jan 25.,August TA,Vector Borne Zoonotic Dis,2012,1/27/12,,,10.1089/vbz.2011.0829
27932285,"Candidate new rotavirus species in Schreiber's bats, Serbia","Bányai K, Kemenesi G, Budinski I, Földes F, Zana B, Marton S, Varga-Kugler R, Oldal M, Kurucz K, Jakab F.",Infect Genet Evol. 2017 Mar;48:19-26. doi: 10.1016/j.meegid.2016.12.002. Epub 2016 Dec 6.,Bányai K,Infect Genet Evol,2017,12/10/16,PMC7106153,,10.1016/j.meegid.2016.12.002
23739658,"Novel SARS-like betacoronaviruses in bats, China, 2011","Yang L, Wu Z, Ren X, Yang F, He G, Zhang J, Dong J, Sun L, Zhu Y, Du J, Zhang S, Jin Q.",Emerg Infect Dis. 2013 Jun;19(6):989-91. doi: 10.3201/eid1906.121648.,Yang L,Emerg Infect Dis,2013,6/7/13,PMC3713832,,10.3201/eid1906.121648
19046513,Detection and phylogenetic analysis of group 1 coronaviruses in South American bats,"Carrington CV, Foster JE, Zhu HC, Zhang JX, Smith GJ, Thompson N, Auguste AJ, Ramkissoon V, Adesiyun AA, Guan Y.",Emerg Infect Dis. 2008 Dec;14(12):1890-3. doi: 10.3201/eid1412.080642.,Carrington CV,Emerg Infect Dis,2008,12/3/08,PMC2634629,,10.3201/eid1412.080642
17037532,"Insights from the association of SARS-CoV S-protein with its receptor, ACE2","Li W, Choe H, Farzan M.",Adv Exp Med Biol. 2006;581:209-18. doi: 10.1007/978-0-387-33012-9_36.,Li W,Adv Exp Med Biol,2006,10/14/06,PMC7123956,,10.1007/978-0-387-33012-9_36
23622767,"Human betacoronavirus 2c EMC/2012-related viruses in bats, Ghana and Europe","Annan A, Baldwin HJ, Corman VM, Klose SM, Owusu M, Nkrumah EE, Badu EK, Anti P, Agbenyega O, Meyer B, Oppong S, Sarkodie YA, Kalko EK, Lina PH, Godlevska EV, Reusken C, Seebens A, Gloza-Rausch F, Vallo P, Tschapka M, Drosten C, Drexler JF.",Emerg Infect Dis. 2013 Mar;19(3):456-9. doi: 10.3201/eid1903.121503.,Annan A,Emerg Infect Dis,2013,4/30/13,PMC3647674,,10.3201/eid1903.121503
23693015,Full-genome deep sequencing and phylogenetic analysis of novel human betacoronavirus,"Cotten M, Lam TT, Watson SJ, Palser AL, Petrova V, Grant P, Pybus OG, Rambaut A, Guan Y, Pillay D, Kellam P, Nastouli E.",Emerg Infect Dis. 2013 May;19(5):736-42B. doi: 10.3201/eid1905.130057.,Cotten M,Emerg Infect Dis,2013,5/23/13,PMC3647518,,10.3201/eid1905.130057
20016037,Intraspecies diversity of SARS-like coronaviruses in Rhinolophus sinicus and its implications for the origin of SARS coronaviruses in humans,"Yuan J, Hon CC, Li Y, Wang D, Xu G, Zhang H, Zhou P, Poon LL, Lam TT, Leung FC, Shi Z.",J Gen Virol. 2010 Apr;91(Pt 4):1058-62. doi: 10.1099/vir.0.016378-0. Epub 2009 Dec 16.,Yuan J,J Gen Virol,2010,12/18/09,,,10.1099/vir.0.016378-0
32646989,Rigorous wildlife disease surveillance,Watsa M; Wildlife Disease Surveillance Focus Group.,Science. 2020 Jul 10;369(6500):145-147. doi: 10.1126/science.abc0017.,Watsa M,Science,2020,7/11/20,,,10.1126/science.abc0017
27059240,The close genetic relationship of lineage D Betacoronavirus from Nigerian and Kenyan straw-colored fruit bats (Eidolon helvum) is consistent with the existence of a single epidemiological unit across sub-Saharan Africa,"Leopardi S, Oluwayelu D, Meseko C, Marciano S, Tassoni L, Bakarey S, Monne I, Cattoli G, De Benedictis P.",Virus Genes. 2016 Aug;52(4):573-7. doi: 10.1007/s11262-016-1331-0. Epub 2016 Apr 8.,Leopardi S,Virus Genes,2016,4/10/16,PMC7089189,,10.1007/s11262-016-1331-0
24656060,"New alphacoronavirus in Mystacina tuberculata bats, New Zealand","Hall RJ, Wang J, Peacey M, Moore NE, McInnes K, Tompkins DM.",Emerg Infect Dis. 2014 Apr;20(4):697-700. doi: 10.3201/eid2004.131441.,Hall RJ,Emerg Infect Dis,2014,3/25/14,PMC3966383,,10.3201/eid2004.131441
19057871,Detection of group 1 coronaviruses in bats using universal coronavirus reverse transcription polymerase chain reactions,"Poon LL, Peiris JS.",Methods Mol Biol. 2008;454:13-26. doi: 10.1007/978-1-59745-181-9_2.,Poon LL,Methods Mol Biol,2008,12/6/08,PMC7122133,,10.1007/978-1-59745-181-9_2
19239771,Detection of novel SARS-like and other coronaviruses in bats from Kenya,"Tong S, Conrardy C, Ruone S, Kuzmin IV, Guo X, Tao Y, Niezgoda M, Haynes L, Agwanda B, Breiman RF, Anderson LJ, Rupprecht CE.",Emerg Infect Dis. 2009 Mar;15(3):482-5. doi: 10.3201/eid1503.081013.,Tong S,Emerg Infect Dis,2009,2/26/09,PMC2681120,,10.3201/eid1503.081013
22153064,Virus hunters: catching bugs in the field,Vaidyanathan G.,Cell. 2011 Dec 9;147(6):1209-11. doi: 10.1016/j.cell.2011.11.037.,Vaidyanathan G,Cell,2011,12/14/11,PMC7127423,,10.1016/j.cell.2011.11.037
32567584,"Social networks, machine learning and cladistics in the time of COVID-19","Díaz-Badillo Á, Ramírez-Pfeiffer C, López-Alvarenga JC.",Cir Cir. 2020;88(4):395-398. doi: 10.24875/CIRU.M20000065.,Díaz-Badillo Á,Cir Cir,2020,6/23/20,,,10.24875/CIRU.M20000065
32874008,Indian perspective of remdesivir: A promising COVID-19 drug,"Singh D, Wasan H, Mathur A, Gupta YK.",Indian J Pharmacol. 2020 May-Jun;52(3):227-228. doi: 10.4103/ijp.IJP_486_20. Epub 2020 Aug 4.,Singh D,Indian J Pharmacol,2020,9/3/20,PMC7446682,,10.4103/ijp.IJP_486_20
12721586,Biologists seek to head off future sources of infection,"Abbott A, Cyranoski D.",Nature. 2003 May 1;423(6935):3. doi: 10.1038/423003b.,Abbott A,Nature,2003,5/2/03,PMC7094987,,10.1038/423003b
