"","X.1","X","UniqueID","title","author..from.Imported.table.2.","journal..from.Imported.table.2.","year..from.Imported.table.2.","sample","positives","prevalence","bat_species","virus_genus","virus_genus_notes","virus_subgenus","virus_species","virus_strain","detection_type","study_type","detection_method","method_specific","single.multiple.PCR.method","gene_targets","Terminal.sampling.","tissue","country","country_hemisphere","state","site","longitude","latitude","sample_year","start_year","start_month","end_year","end_month","sample_season","sample_season_simplified","X..Sampling.Trips","Sex.Info.","Habitat.Disturbance.Info.","Coinfection.Info.","Flag","Entered.by","Last.modified","tissue_simplified","sample_simplified","summer","fall","winter","spring","latidudedecimal","longitudedecimal","gene_targets_simplified","euthanasia","euthanasia_simplified","method_specific_simplified","virus_genus_simplified","spec","species_for_reader","family"
"975",991,991,1246,"no evidence of coronavirus infection by reverse transcriptase-pcr in bats in belgium","Van Gucht et al.","J Wildl Dis",2014,13,0,0,"Pipistrellus nathusii","alphacoronavirus or betacoronavirus or gammacoronavirus",NA,"","","","pooled","cross-sectional","RNA","RT-PCR","single","E, RdRp",NA,"intestines","Belgium","N","","80% dead near homes, 20% dead in animal rescue centers",NA,NA,"",2008,"",2013,"","","Year",NA,"N","Y, dead near homes, rescue centers","N","","VERENA Admin","4/12/2022 2:19pm","intestine","tissue",1,1,1,1,NA,NA,"RdRp_Other","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Pipistrellus nathusii","VESPERTILIONIDAE"
"976",992,992,1247,"no evidence of coronavirus infection by reverse transcriptase-pcr in bats in belgium","Van Gucht et al.","J Wildl Dis",2014,3,0,0,"Myotis daubentonii","alphacoronavirus or betacoronavirus or gammacoronavirus",NA,"","","","pooled","cross-sectional","RNA","RT-PCR","single","E, RdRp",NA,"lung","Belgium","N","","80% dead near homes, 20% dead in animal rescue centers",NA,NA,"",2008,"",2013,"","","Year",NA,"N","Y, dead near homes, rescue centers","N","","VERENA Admin","4/12/2022 2:19pm","lung or respiratory","tissue",1,1,1,1,NA,NA,"RdRp_Other","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Myotis daubentonii","VESPERTILIONIDAE"
"977",993,993,1248,"no evidence of coronavirus infection by reverse transcriptase-pcr in bats in belgium","Van Gucht et al.","J Wildl Dis",2014,5,0,0,"Plecotus auritus","alphacoronavirus or betacoronavirus or gammacoronavirus",NA,"","","","pooled","cross-sectional","RNA","RT-PCR","single","E, RdRp",NA,"lung","Belgium","N","","80% dead near homes, 20% dead in animal rescue centers",NA,NA,"",2008,"",2013,"","","Year",NA,"N","Y, dead near homes, rescue centers","N","","VERENA Admin","4/12/2022 2:19pm","lung or respiratory","tissue",1,1,1,1,NA,NA,"RdRp_Other","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Plecotus auritus","VESPERTILIONIDAE"
"978",994,994,1249,"no evidence of coronavirus infection by reverse transcriptase-pcr in bats in belgium","Van Gucht et al.","J Wildl Dis",2014,3,0,0,"Plecotus auritus","alphacoronavirus or betacoronavirus or gammacoronavirus",NA,"","","","pooled","cross-sectional","RNA","RT-PCR","single","E, RdRp",NA,"intestines","Belgium","N","","80% dead near homes, 20% dead in animal rescue centers",NA,NA,"",2008,"",2013,"","","Year",NA,"N","Y, dead near homes, rescue centers","N","","VERENA Admin","4/12/2022 2:19pm","intestine","tissue",1,1,1,1,NA,NA,"RdRp_Other","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Plecotus auritus","VESPERTILIONIDAE"
"979",995,995,1250,"no evidence of coronavirus infection by reverse transcriptase-pcr in bats in belgium","Van Gucht et al.","J Wildl Dis",2014,1,0,0,"Nyctalus noctula","alphacoronavirus or betacoronavirus or gammacoronavirus",NA,"","","","pooled","cross-sectional","RNA","RT-PCR","single","E, RdRp",NA,"lung","Belgium","N","","80% dead near homes, 20% dead in animal rescue centers",NA,NA,"",2008,"",2013,"","","Year",NA,"N","Y, dead near homes, rescue centers","N","","VERENA Admin","4/12/2022 2:19pm","lung or respiratory","tissue",1,1,1,1,NA,NA,"RdRp_Other","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Nyctalus noctula","VESPERTILIONIDAE"
"980",996,996,1251,"no evidence of coronavirus infection by reverse transcriptase-pcr in bats in belgium","Van Gucht et al.","J Wildl Dis",2014,1,0,0,"Eptesicus serotinus","alphacoronavirus or betacoronavirus or gammacoronavirus",NA,"","","","pooled","cross-sectional","RNA","RT-PCR","single","E, RdRp",NA,"lung","Belgium","N","","80% dead near homes, 20% dead in animal rescue centers",NA,NA,"",2008,"",2013,"","","Year",NA,"N","Y, dead near homes, rescue centers","N","","VERENA Admin","4/12/2022 2:19pm","lung or respiratory","tissue",1,1,1,1,NA,NA,"RdRp_Other","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Eptesicus serotinus","VESPERTILIONIDAE"
"981",999,999,1254,"novel alphacoronaviruses and paramyxoviruses cocirculate with type 1 and severe acute respiratory system (sars)-related betacoronaviruses in synanthropic bats of luxembourg","Pauly et al.","Appl Environ Microbiol",2017,45,0,0,"Myotis emarginatus","alphacoronavirus or betacoronavirus or gammacoronavirus or deltacoronavirus",NA,"","","","single","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"faeces","Luxembourg","N","Marienthal","",NA,NA,"2016",NA,"",NA,"","June","Summer",NA,"N","Y, unclear","Y, PV & CoV (none detected)","","VERENA Admin","4/12/2022 2:19pm","faecal, rectal, or anal","faeces",1,0,0,0,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis emarginatus","VESPERTILIONIDAE"
"982",1001,1001,1256,"novel alphacoronaviruses and paramyxoviruses cocirculate with type 1 and severe acute respiratory system (sars)-related betacoronaviruses in synanthropic bats of luxembourg","Pauly et al.","Appl Environ Microbiol",2017,44,0,0,"Myotis emarginatus","alphacoronavirus or betacoronavirus or gammacoronavirus or deltacoronavirus",NA,"","","","single","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"faeces","Luxembourg","N","Colpach","",NA,NA,"2016",NA,"",NA,"","June","Summer",NA,"N","Y, unclear","Y, PV & CoV (none detected)","","VERENA Admin","4/12/2022 2:19pm","faecal, rectal, or anal","faeces",1,0,0,0,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis emarginatus","VESPERTILIONIDAE"
"983",1003,1003,1266,"novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses","Lau et al.","Viruses",2019,3,0,0,"Cynopterus sphinx","alphacoronavirus or betacoronavirus",NA,"","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab,alimentary specimen","China","N","Hong Kong","Sheung Wo Hang",NA,NA,"",2013,"",2015,"","","Year",NA,"N","Y, mentions cities, unclear","N","","VERENA Admin","4/12/2022 2:20pm","pooled swabs/samples","pooled",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Cynopterus sphinx","PTEROPODIDAE"
"984",1004,1004,1267,"novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses","Lau et al.","Viruses",2019,3,0,0,"Hipposideros armiger","alphacoronavirus or betacoronavirus",NA,"","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab,alimentary specimen","China","N","Guizhou","",NA,NA,"",2013,"",2015,"","","Year",NA,"N","Y, mentions cities, unclear","N","","VERENA Admin","4/12/2022 2:20pm","pooled swabs/samples","pooled",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Hipposideros armiger","HIPPOSIDERIDAE"
"985",1005,1005,1268,"novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses","Lau et al.","Viruses",2019,21,0,0,"Hipposideros larvatus","alphacoronavirus or betacoronavirus",NA,"","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab,alimentary specimen","China","N","Guizhou","",NA,NA,"",2013,"",2015,"","","Year",NA,"N","Y, mentions cities, unclear","N","","VERENA Admin","4/12/2022 2:20pm","pooled swabs/samples","pooled",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Hipposideros larvatus","HIPPOSIDERIDAE"
"986",1007,1007,1270,"novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses","Lau et al.","Viruses",2019,2,0,0,"Hypsugo pulveratus","alphacoronavirus or betacoronavirus",NA,"","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab,alimentary specimen","China","N","Hong Kong","Lin Ma Hang Pool",NA,NA,"",2013,"",2015,"","","Year",NA,"N","Y, mentions cities, unclear","N","","VERENA Admin","4/12/2022 2:20pm","pooled swabs/samples","pooled",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Pipistrellus pulveratus","VESPERTILIONIDAE"
"987",1008,1008,1271,"novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses","Lau et al.","Viruses",2019,1,0,0,"Miniopterus magnater","alphacoronavirus or betacoronavirus",NA,"","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab,alimentary specimen","China","N","Hong Kong","Sai Kung",NA,NA,"",2013,"",2015,"","","Year",NA,"N","Y, mentions cities, unclear","N","","VERENA Admin","4/12/2022 2:20pm","pooled swabs/samples","pooled",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Miniopterus magnater","MINIOPTERIDAE"
"988",1009,1009,1272,"novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses","Lau et al.","Viruses",2019,56,0,0,"Miniopterus pusillus","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab,alimentary specimen","China","N","Hong Kong","Lin Ma Hang Lead Mine, Sheung Wo Hang, Sai Kung",NA,NA,"",2013,"",2015,"","","Year",NA,"N","Y, mentions cities, unclear","N","","VERENA Admin","4/12/2022 2:20pm","pooled swabs/samples","pooled",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Miniopterus pusillus","MINIOPTERIDAE"
"989",1010,1010,1273,"novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses","Lau et al.","Viruses",2019,23,0,0,"Miniopterus schreibersii","alphacoronavirus or betacoronavirus",NA,"","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab,alimentary specimen","China","N","Hong Kong","Sai Kung",NA,NA,"",2013,"",2015,"","","Year",NA,"N","Y, mentions cities, unclear","N","","VERENA Admin","4/12/2022 2:20pm","pooled swabs/samples","pooled",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Miniopterus schreibersii","MINIOPTERIDAE"
"990",1011,1011,1274,"novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses","Lau et al.","Viruses",2019,1,0,0,"Miniopterus filiginosus","alphacoronavirus or betacoronavirus",NA,"","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab,alimentary specimen","China","N","Hong Kong","Lin Ma Hang Pool",NA,NA,"",2013,"",2015,"","","Year",NA,"N","Y, mentions cities, unclear","N","","VERENA Admin","4/12/2022 2:20pm","pooled swabs/samples","pooled",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Miniopterus fuliginosus","MINIOPTERIDAE"
"991",1012,1012,1275,"novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses","Lau et al.","Viruses",2019,10,0,0,"Myotis chinensis","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab,alimentary specimen","China","N","Hong Kong, Guizhou","Sai Kung (HK)",NA,NA,"",2013,"",2015,"","","Year",NA,"N","Y, mentions cities, unclear","N","","VERENA Admin","4/12/2022 2:20pm","pooled swabs/samples","pooled",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Myotis chinensis","VESPERTILIONIDAE"
"992",1014,1014,1277,"novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses","Lau et al.","Viruses",2019,1,0,0,"Nyctalus noctula","alphacoronavirus or betacoronavirus",NA,"","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab,alimentary specimen","China","N","Hong Kong","Yung Shung O Stream",NA,NA,"",2013,"",2015,"","","Year",NA,"N","Y, mentions cities, unclear","N","","VERENA Admin","4/12/2022 2:20pm","pooled swabs/samples","pooled",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Nyctalus noctula","VESPERTILIONIDAE"
"993",1015,1015,1278,"novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses","Lau et al.","Viruses",2019,6,0,0,"Pipistrellus abramus","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab,alimentary specimen","China","N","Hong Kong","Mai Po Nature Reserve, Yung Shung O Stream, Kai Kuk Shue Ha",NA,NA,"",2013,"",2015,"","","Year",NA,"N","Y, mentions cities, unclear","N","","VERENA Admin","4/12/2022 2:20pm","pooled swabs/samples","pooled",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Pipistrellus abramus","VESPERTILIONIDAE"
"994",1016,1016,1279,"novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses","Lau et al.","Viruses",2019,4,0,0,"Pipistrellus tenuis","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab,alimentary specimen","China","N","Hong Kong","Kai Kuk Shue Ha, Yung Shung O Stream, Sheung Wo Hang, Lin Ma Hang Pool",NA,NA,"",2013,"",2015,"","","Year",NA,"N","Y, mentions cities, unclear","N","","VERENA Admin","4/12/2022 2:20pm","pooled swabs/samples","pooled",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Pipistrellus tenuis","VESPERTILIONIDAE"
"995",1017,1017,1280,"novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses","Lau et al.","Viruses",2019,76,0,0,"Rhinolophus affinis","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab,alimentary specimen","China","N","Hong Kong","Tai Lam-Shek Kong, Tai-Lam-Shek Kong, Sai Kung",NA,NA,"",2013,"",2015,"","","Year",NA,"N","Y, mentions cities, unclear","N","","VERENA Admin","4/12/2022 2:20pm","pooled swabs/samples","pooled",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Rhinolophus affinis","RHINOLOPHIDAE"
"996",1018,1018,1281,"novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses","Lau et al.","Viruses",2019,2,0,0,"Rhinolophus pearsoni","alphacoronavirus or betacoronavirus",NA,"","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab,alimentary specimen","China","N","Guangdong","",NA,NA,"",2013,"",2015,"","","Year",NA,"N","Y, mentions cities, unclear","N","","VERENA Admin","4/12/2022 2:20pm","pooled swabs/samples","pooled",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Rhinolophus pearsonii","RHINOLOPHIDAE"
"997",1019,1019,1282,"novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses","Lau et al.","Viruses",2019,17,0,0,"Rhinolophus pusillus","alphacoronavirus or betacoronavirus",NA,"","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab,alimentary specimen","China","N","Hong Kong","Tai Lam-Shek Kong",NA,NA,"",2013,"",2015,"","","Year",NA,"N","Y, mentions cities, unclear","N","","VERENA Admin","4/12/2022 2:20pm","pooled swabs/samples","pooled",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Rhinolophus pusillus","RHINOLOPHIDAE"
"998",1029,1029,1291,"novel coronaviruses, astroviruses, adenoviruses and circoviruses in insectivorous bats from northern china","Han et al.","Zoonoses Public Health",2017,4,0,0,"Rhinolophus ferrumequinum","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"intestines,spleen","China","N","Shandong","Mengyin County (various habitats including karst, caves, city sewers, houses)",NA,NA,"2015",NA,"March",NA,"October","","Spring,Summer,Fall",NA,"N","Y, karst caves, city sewers and human houses in Mengyin County, Shandong Province","Y","","VERENA Admin","4/29/2022 12:12pm","pooled tissue","tissue",1,1,0,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Rhinolophus ferrumequinum","RHINOLOPHIDAE"
"999",1032,1032,1294,"prevalence and genetic diversity of coronaviruses in bats from china","Tang et al.","Journal of Virology",2006,101,0,0,"Rhinolophus pusillus","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab,oral swab","China","N","","",NA,NA,"",2004,"November",2006,"March","","Year",NA,"N","Y, unclear","N","","VERENA Admin","4/12/2022 2:20pm","pooled swabs/samples","swab",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus pusillus","RHINOLOPHIDAE"
"1000",1033,1033,1295,"prevalence and genetic diversity of coronaviruses in bats from china","Tang et al.","Journal of Virology",2006,15,0,0,"Rhinolophus malyanus","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab,oral swab","China","N","","",NA,NA,"",2004,"November",2006,"March","","Year",NA,"N","Y, unclear","N","","VERENA Admin","4/12/2022 2:20pm","pooled swabs/samples","swab",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus malayanus","RHINOLOPHIDAE"
"1001",1034,1034,1296,"prevalence and genetic diversity of coronaviruses in bats from china","Tang et al.","Journal of Virology",2006,60,0,0,"Rhinolophus affinis","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab,oral swab","China","N","","",NA,NA,"",2004,"November",2006,"March","","Year",NA,"N","Y, unclear","N","","VERENA Admin","4/12/2022 2:20pm","pooled swabs/samples","swab",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus affinis","RHINOLOPHIDAE"
"1002",1036,1036,1298,"prevalence and genetic diversity of coronaviruses in bats from china","Tang et al.","Journal of Virology",2006,12,0,0,"Rhinolophus thomasi","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab,oral swab","China","N","","",NA,NA,"",2004,"November",2006,"March","","Year",NA,"N","Y, unclear","N","","VERENA Admin","4/12/2022 2:20pm","pooled swabs/samples","swab",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus thomasi","RHINOLOPHIDAE"
"1003",1040,1040,1302,"prevalence and genetic diversity of coronaviruses in bats from china","Tang et al.","Journal of Virology",2006,2,0,0,"Rhinolophus rex","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab,oral swab","China","N","","",NA,NA,"",2004,"November",2006,"March","","Year",NA,"N","Y, unclear","N","","VERENA Admin","4/12/2022 2:20pm","pooled swabs/samples","swab",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus rex","RHINOLOPHIDAE"
