UniqueID,Field 25,author (from Imported table 2),journal (from Imported table 2),year (from Imported table 2),sample,positives,prevalence,bat_species,virus_genus,virus_subgenus,virus_species,virus_strain,detection_type,study_type,detection_method,method_specific,single/multiple PCR method,Primers,gene_targets,Terminal sampling?,tissue,country,state,site,longitude,latitude,sample_year,start_year,start_month,end_year,end_month,sample_season,# Sampling Trips,Sex Info?,Habitat Disturbance Info?,Coinfection Info?,Flag,Entered by,Last modified
1249,no evidence of coronavirus infection by reverse transcriptase-pcr in bats in belgium,Van Gucht et al.,J Wildl Dis,2014,3,0,0,Plecotus auritus,alphacoronavirus or betacoronavirus or gammacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,"E, RdRp",,intestines,Belgium,,"80% dead near homes, 20% dead in animal rescue centers",,,,2008,,2013,,,,N,"Y, dead near homes, rescue centers",N,,VERENA Admin,7/19/2021 11:16am
1250,no evidence of coronavirus infection by reverse transcriptase-pcr in bats in belgium,Van Gucht et al.,J Wildl Dis,2014,1,0,0,Nyctalus noctula,alphacoronavirus or betacoronavirus or gammacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,"E, RdRp",,lung,Belgium,,"80% dead near homes, 20% dead in animal rescue centers",,,,2008,,2013,,,,N,"Y, dead near homes, rescue centers",N,,VERENA Admin,7/19/2021 11:16am
1251,no evidence of coronavirus infection by reverse transcriptase-pcr in bats in belgium,Van Gucht et al.,J Wildl Dis,2014,1,0,0,Eptesicus serotinus,alphacoronavirus or betacoronavirus or gammacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,"E, RdRp",,lung,Belgium,,"80% dead near homes, 20% dead in animal rescue centers",,,,2008,,2013,,,,N,"Y, dead near homes, rescue centers",N,,VERENA Admin,7/19/2021 11:16am
1252,novel alphacoronaviruses and paramyxoviruses cocirculate with type 1 and severe acute respiratory system (sars)-related betacoronaviruses in synanthropic bats of luxembourg,Pauly et al.,Appl Environ Microbiol,2017,44,8,0.181818,Myotis emarginatus,alphacoronavirus,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp,,faeces,Luxembourg,Lintgen,,,,2016,,,,,June,,N,"Y, unclear","Y, PV & CoV (none detected)",,VERENA Admin,6/24/2021 10:59am
2727,novel alphacoronaviruses and paramyxoviruses cocirculate with type 1 and severe acute respiratory system (sars)-related betacoronaviruses in synanthropic bats of luxembourg,Pauly et al.,Appl Environ Microbiol,2017,44,0,0,Myotis emarginatus,alphacoronavirus or betacoronavirus or gammacoronavirus or deltacoronavirus,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp,,faeces,Luxembourg,Lintgen,,,,2016,,,,,June,,N,"Y, unclear","Y, PV & CoV (none detected)",,VERENA Admin,7/19/2021 11:17am
1253,novel alphacoronaviruses and paramyxoviruses cocirculate with type 1 and severe acute respiratory system (sars)-related betacoronaviruses in synanthropic bats of luxembourg,Pauly et al.,Appl Environ Microbiol,2017,44,1,0.022727,Myotis emarginatus,alphacoronavirus,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp,,faeces,Luxembourg,Ettelbruck,,,,2016,,,,,June,,N,"Y, unclear","Y, PV & CoV (none detected)",,VERENA Admin,6/24/2021 10:59am
2729,novel alphacoronaviruses and paramyxoviruses cocirculate with type 1 and severe acute respiratory system (sars)-related betacoronaviruses in synanthropic bats of luxembourg,Pauly et al.,Appl Environ Microbiol,2017,44,0,0,Myotis emarginatus,alphacoronavirus or betacoronavirus or gammacoronavirus or deltacoronavirus,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp,,faeces,Luxembourg,Ettelbruck,,,,2016,,,,,June,,N,"Y, unclear","Y, PV & CoV (none detected)",,VERENA Admin,7/19/2021 11:17am
1254,novel alphacoronaviruses and paramyxoviruses cocirculate with type 1 and severe acute respiratory system (sars)-related betacoronaviruses in synanthropic bats of luxembourg,Pauly et al.,Appl Environ Microbiol,2017,45,0,0,Myotis emarginatus,alphacoronavirus or betacoronavirus or gammacoronavirus or deltacoronavirus,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp,,faeces,Luxembourg,Marienthal,,,,2016,,,,,June,,N,"Y, unclear","Y, PV & CoV (none detected)",,VERENA Admin,6/24/2021 3:34pm
1255,novel alphacoronaviruses and paramyxoviruses cocirculate with type 1 and severe acute respiratory system (sars)-related betacoronaviruses in synanthropic bats of luxembourg,Pauly et al.,Appl Environ Microbiol,2017,33,1,0.030303,Myotis emarginatus,betacoronavirus ,Embecovirus,,BetaCov1,single,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp,,faeces,Luxembourg,Bissen,,,,2016,,,,,June,,N,"Y, unclear","Y, PV & CoV (none detected)",,VERENA Admin,7/19/2021 12:06pm
2733,novel alphacoronaviruses and paramyxoviruses cocirculate with type 1 and severe acute respiratory system (sars)-related betacoronaviruses in synanthropic bats of luxembourg,Pauly et al.,Appl Environ Microbiol,2017,33,0,0,Myotis emarginatus,alphacoronavirus or betacoronavirus or gammacoronavirus or deltacoronavirus,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp,,faeces,Luxembourg,Bissen,,,,2016,,,,,June,,N,"Y, unclear","Y, PV & CoV (none detected)",,VERENA Admin,7/19/2021 11:17am
1256,novel alphacoronaviruses and paramyxoviruses cocirculate with type 1 and severe acute respiratory system (sars)-related betacoronaviruses in synanthropic bats of luxembourg,Pauly et al.,Appl Environ Microbiol,2017,44,0,0,Myotis emarginatus,alphacoronavirus or betacoronavirus or gammacoronavirus or deltacoronavirus,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp,,faeces,Luxembourg,Colpach,,,,2016,,,,,June,,N,"Y, unclear","Y, PV & CoV (none detected)",,VERENA Admin,6/24/2021 3:34pm
1257,novel alphacoronaviruses and paramyxoviruses cocirculate with type 1 and severe acute respiratory system (sars)-related betacoronaviruses in synanthropic bats of luxembourg,Pauly et al.,Appl Environ Microbiol,2017,44,2,0.045455,Myotis emarginatus,betacoronavirus ,Embecovirus,,BetaCov1,single,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp,,faeces,Luxembourg,Platen,,,,2016,,,,,June,,N,"Y, unclear","Y, PV & CoV (none detected)",,VERENA Admin,7/19/2021 12:06pm
2737,novel alphacoronaviruses and paramyxoviruses cocirculate with type 1 and severe acute respiratory system (sars)-related betacoronaviruses in synanthropic bats of luxembourg,Pauly et al.,Appl Environ Microbiol,2017,44,0,0,Myotis emarginatus,alphacoronavirus or betacoronavirus or gammacoronavirus or deltacoronavirus,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp,,faeces,Luxembourg,Platen,,,,2016,,,,,June,,N,"Y, unclear","Y, PV & CoV (none detected)",,VERENA Admin,7/19/2021 11:18am
1266,novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses,Lau et al.,Viruses,2019,3,0,0,Cynopterus sphinx,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,RT-PCR,single,,RdRp,,"oral swab,alimentary specimen",China,Hong Kong,Sheung Wo Hang,,,,2013,,2015,,,,N,"Y, mentions cities, unclear",N,,VERENA Admin,6/24/2021 1:41pm
1267,novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses,Lau et al.,Viruses,2019,3,0,0,Hipposideros armiger,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,RT-PCR,single,,RdRp,,"oral swab,alimentary specimen",China,Guizhou,,,,,2013,,2015,,,,N,"Y, mentions cities, unclear",N,,VERENA Admin,6/24/2021 1:41pm
1268,novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses,Lau et al.,Viruses,2019,21,0,0,Hipposideros larvatus,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,RT-PCR,single,,RdRp,,"oral swab,alimentary specimen",China,Guizhou,,,,,2013,,2015,,,,N,"Y, mentions cities, unclear",N,,VERENA Admin,6/24/2021 1:41pm
1269,novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses,Lau et al.,Viruses,2019,182,2,0.010989,Hipposideros pomona,alphacoronavirus,,,Hi-BatCoV HKU10,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,"oral swab,alimentary specimen",China,"Hong Kong, Guangdong",Tai Lam-Shek Kong (HK),,,,2013,,2015,,,,N,"Y, mentions cities, unclear",N,,Binqi Chen,6/16/2021 9:08pm
1270,novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses,Lau et al.,Viruses,2019,2,0,0,Hypsugo pulveratus,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,RT-PCR,single,,RdRp,,"oral swab,alimentary specimen",China,Hong Kong,Lin Ma Hang Pool,,,,2013,,2015,,,,N,"Y, mentions cities, unclear",N,,VERENA Admin,6/24/2021 1:41pm
1271,novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses,Lau et al.,Viruses,2019,1,0,0,Miniopterus magnater,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,RT-PCR,single,,RdRp,,"oral swab,alimentary specimen",China,Hong Kong,Sai Kung,,,,2013,,2015,,,,N,"Y, mentions cities, unclear",N,,VERENA Admin,6/24/2021 1:43pm
1272,novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses,Lau et al.,Viruses,2019,56,0,0,Miniopterus pusillus,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,"oral swab,alimentary specimen",China,Hong Kong,"Lin Ma Hang Lead Mine, Sheung Wo Hang, Sai Kung",,,,2013,,2015,,,,N,"Y, mentions cities, unclear",N,,VERENA Admin,6/24/2021 1:41pm
1273,novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses,Lau et al.,Viruses,2019,23,0,0,Miniopterus schreibersii,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,RT-PCR,single,,RdRp,,"oral swab,alimentary specimen",China,Hong Kong,Sai Kung,,,,2013,,2015,,,,N,"Y, mentions cities, unclear",N,,VERENA Admin,6/24/2021 1:41pm
1274,novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses,Lau et al.,Viruses,2019,1,0,0,Miniopterus filiginosus,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,RT-PCR,single,,RdRp,,"oral swab,alimentary specimen",China,Hong Kong,Lin Ma Hang Pool,,,,2013,,2015,,,,N,"Y, mentions cities, unclear",N,,VERENA Admin,6/24/2021 1:41pm
1275,novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses,Lau et al.,Viruses,2019,10,0,0,Myotis chinensis,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,"oral swab,alimentary specimen",China,"Hong Kong, Guizhou",Sai Kung (HK),,,,2013,,2015,,,,N,"Y, mentions cities, unclear",N,,VERENA Admin,6/24/2021 1:41pm
1276,novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses,Lau et al.,Viruses,2019,93,1,0.010753,Myotis ricketti,alphacoronavirus,,,CoV-37,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,"oral swab,alimentary specimen",China,Hong Kong,"Lin Ma Hang Lead Mine, Sai Kung",,,,2013,,2015,,,,N,"Y, mentions cities, unclear",N,,Binqi Chen,6/16/2021 9:09pm
1277,novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses,Lau et al.,Viruses,2019,1,0,0,Nyctalus noctula,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,RT-PCR,single,,RdRp,,"oral swab,alimentary specimen",China,Hong Kong,Yung Shung O Stream,,,,2013,,2015,,,,N,"Y, mentions cities, unclear",N,,VERENA Admin,6/24/2021 1:43pm
1278,novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses,Lau et al.,Viruses,2019,6,0,0,Pipistrellus abramus,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,"oral swab,alimentary specimen",China,Hong Kong,"Mai Po Nature Reserve, Yung Shung O Stream, Kai Kuk Shue Ha",,,,2013,,2015,,,,N,"Y, mentions cities, unclear",N,,VERENA Admin,6/24/2021 1:43pm
1279,novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses,Lau et al.,Viruses,2019,4,0,0,Pipistrellus tenuis,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,"oral swab,alimentary specimen",China,Hong Kong,"Kai Kuk Shue Ha, Yung Shung O Stream, Sheung Wo Hang, Lin Ma Hang Pool",,,,2013,,2015,,,,N,"Y, mentions cities, unclear",N,,VERENA Admin,6/24/2021 1:43pm
1280,novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses,Lau et al.,Viruses,2019,76,0,0,Rhinolophus affinis,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,"oral swab,alimentary specimen",China,Hong Kong,"Tai Lam-Shek Kong, Tai-Lam-Shek Kong, Sai Kung",,,,2013,,2015,,,,N,"Y, mentions cities, unclear",N,,VERENA Admin,6/24/2021 1:43pm
1281,novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses,Lau et al.,Viruses,2019,2,0,0,Rhinolophus pearsoni,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,RT-PCR,single,,RdRp,,"oral swab,alimentary specimen",China,Guangdong,,,,,2013,,2015,,,,N,"Y, mentions cities, unclear",N,,VERENA Admin,6/24/2021 1:43pm
1282,novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses,Lau et al.,Viruses,2019,17,0,0,Rhinolophus pusillus,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,RT-PCR,single,,RdRp,,"oral swab,alimentary specimen",China,Hong Kong,Tai Lam-Shek Kong,,,,2013,,2015,,,,N,"Y, mentions cities, unclear",N,,VERENA Admin,6/24/2021 1:43pm
1283,novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses,Lau et al.,Viruses,2019,272,7,0.025735,Rhinolophus sinicus,alphacoronavirus,,,Rs-BatCoV HKU32,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,"oral swab,alimentary specimen",China,"Hong Kong, Guizhou",Tai Lam-Shek Kong (HK),,,,2013,,2015,,,,N,"Y, mentions cities, unclear",N,,Binqi Chen,6/16/2021 9:09pm
1288,novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses,Lau et al.,Viruses,2019,272,3,0.011029,Rhinolophus sinicus,betacoronavirus ,Sarbecovirus,,SARSr BatCoV,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,"oral swab,alimentary specimen",China,"Hong Kong, Guizhou",Tai Lam-Shek Kong (HK),,,,2013,,2015,,,,N,"Y, mentions cities, unclear",N,,Binqi Chen,6/16/2021 9:10pm
1284,novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses,Lau et al.,Viruses,2019,240,18,0.075,Tyloncyteris pachypus,betacoronavirus ,Merbecovirus,,Ty-BatCoV HKU4,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,"oral swab,alimentary specimen",China,"Hong Kong, Guizhou","Wu Kau Tang, Pok Fu Lam, Sheung Wo Hang, Tai Lam-Shek Kong",,,,2013,,2015,,,,N,"Y, mentions cities, unclear",N,,Binqi Chen,6/16/2021 9:10pm
1285,novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses,Lau et al.,Viruses,2019,104,1,0.009615,Tylonycteris robustula,alphacoronavirus,,,Tr-BatCoV HKU33,single,cross-sectional,RNA,RT-PCR,single,,RdRp,,"oral swab,alimentary specimen",China,Guizhou,,,,,2013,,2015,,,,N,"Y, mentions cities, unclear",N,,VERENA Admin,6/24/2021 11:07am
1286,"""novel coronaviruses, astroviruses, adenoviruses and circoviruses in insectivorous bats from northern china""",Han et al.,Zoonoses Public Health,2017,26,9,0.346154,Eptesicus serotinus,betacoronavirus ,Merbecovirus,,,pooled,cross-sectional,RNA,RT-PCR,single,,"RdRp, Pol",,"intestines,spleen",China,Shandong,"Mengyin County (various habitats including karst, caves, city sewers, houses)",,,2015,,March,,October,,,N,"Y, karst caves, city sewers and human houses in Mengyin County, Shandong Province",Y,,VERENA Admin,11/8/2021 6:21am
2931,"""novel coronaviruses, astroviruses, adenoviruses and circoviruses in insectivorous bats from northern china""",Han et al.,Zoonoses Public Health,2017,26,2,0.076923,Eptesicus serotinus,alphacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,"RdRp, Pol",,"intestines,spleen",China,Shandong,"Mengyin County (various habitats including karst, caves, city sewers, houses)",,,2015,,March,,October,,,N,"Y, karst caves, city sewers and human houses in Mengyin County, Shandong Province",Y,,VERENA Admin,11/8/2021 6:21am
1287,"""novel coronaviruses, astroviruses, adenoviruses and circoviruses in insectivorous bats from northern china""",Han et al.,Zoonoses Public Health,2017,34,6,0.176471,Myotis fimbriatus,alphacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,"RdRp, Pol",,"intestines,spleen",China,Shandong,"Mengyin County (various habitats including karst, caves, city sewers, houses)",,,2015,,March,,October,,,N,"Y, karst caves, city sewers and human houses in Mengyin County, Shandong Province",Y,,Binqi Chen,4/18/2021 3:37pm
1289,"""novel coronaviruses, astroviruses, adenoviruses and circoviruses in insectivorous bats from northern china""",Han et al.,Zoonoses Public Health,2017,10,2,0.2,Myotis ricketti,alphacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,"RdRp, Pol",,"intestines,spleen",China,Shandong,"Mengyin County (various habitats including karst, caves, city sewers, houses)",,,2015,,March,,October,,,N,"Y, karst caves, city sewers and human houses in Mengyin County, Shandong Province",Y,,Binqi Chen,4/18/2021 3:37pm
1290,"""novel coronaviruses, astroviruses, adenoviruses and circoviruses in insectivorous bats from northern china""",Han et al.,Zoonoses Public Health,2017,57,3,0.052632,"Peking Myotis,Myotis pequinius",betacoronavirus ,Merbecovirus,,,pooled,cross-sectional,RNA,RT-PCR,single,,"RdRp, Pol",,"intestines,spleen",China,Shandong,"Mengyin County (various habitats including karst, caves, city sewers, houses)",,,2015,,March,,October,,,N,"Y, karst caves, city sewers and human houses in Mengyin County, Shandong Province",Y,,Binqi Chen,4/18/2021 3:37pm
1291,"""novel coronaviruses, astroviruses, adenoviruses and circoviruses in insectivorous bats from northern china""",Han et al.,Zoonoses Public Health,2017,4,0,0,Rhinolophus ferrumequinum,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,"RdRp, Pol",,"intestines,spleen",China,Shandong,"Mengyin County (various habitats including karst, caves, city sewers, houses)",,,2015,,March,,October,,,N,"Y, karst caves, city sewers and human houses in Mengyin County, Shandong Province",Y,,VERENA Admin,6/24/2021 1:43pm
1292,"""novel coronaviruses, astroviruses, adenoviruses and circoviruses in insectivorous bats from northern china""",Han et al.,Zoonoses Public Health,2017,14,1,0.071429,Rhinolophus pusillus,alphacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,"RdRp, Pol",,"intestines,spleen",China,Shandong,"Mengyin County (various habitats including karst, caves, city sewers, houses)",,,2015,,March,,October,,,N,"Y, karst caves, city sewers and human houses in Mengyin County, Shandong Province",Y,,Binqi Chen,4/18/2021 3:37pm
1293,persistent infections support maintenance of a coronavirus in a population of australian bats (myotis macropus),Jeong et al.,Epidemiol Infect,2017,52,28,0.538462,Myotis macropus,alphacoronavirus,,,,pooled,longitudinal,RNA,RT-PCR,single,,,,"fecal pellets,anal swab",Australia,Queensland,lifting holes of a bridge ,,,2009,,January,,March,Winter,9,N,N,N,,VERENA Admin,6/24/2021 11:10am
1294,prevalence and genetic diversity of coronaviruses in bats from china,Tang et al.,Journal of Virology,2006,101,0,0,Rhinolophus pusillus,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,"anal swab,oral swab",China,,,,,,2004,November,2006,March,,,N,"Y, unclear",N,,Binqi Chen,6/21/2021 2:37pm
