"","UniqueID","title","author..from.Imported.table.2.","journal..from.Imported.table.2.","year..from.Imported.table.2.","sample","positives","prevalence","bat_species","virus_genus","virus_subgenus","virus_species","virus_strain","detection_type","study_type","detection_method","method_specific","single.multiple.PCR.method","gene_targets","Terminal.sampling.","tissue","country","country_hemisphere","state","site","longitude","latitude","sample_year","start_year","start_month","end_year","end_month","sample_season","sample_season_simplified","X..Sampling.Trips","Sex.Info.","Habitat.Disturbance.Info.","Coinfection.Info.","Flag","Entered.by","Last.modified","tissue_simplified","summer","fall","winter","spring","latidudedecimal","longitudedecimal","euthanasia","method_specific_simplified","spec","species_for_reader","species","studies","observation","study","yi","vi","backtrans","phylo","species_char","family"
"1566",1729,"diversity of coronavirus in bats from eastern thailand","Wacharapluesadee et al.","Virology Journal",2015,20,1,0.05,"Rhinolophus shamelli","alphacoronavirus","","","HKU2","single","cross-sectional","RNA","broadly reactive heminested RT-PCR","multiple","RdRp ",NA,"faeces or rectal swab","Thailand","N","Srakaew","Chakan","NA","NA","2012","","",NA,"","","Spring,Summer,Winter",NA,"","","","","VERENA Admin","4/12/2022 2:28pm","faecal, rectal, or anal","1","0","1","1",NA,NA,"No","PCR",1,"Rhinolophus shameli","Rhinolophus shameli","diversity of coronavirus in bats from eastern thailand","265","diversity of coronavirus in bats from eastern thailand",0.266857931928527,0.0121951219512195,0.05,"Rhinolophus shameli","Rhinolophus shameli","RHINOLOPHIDAE"
"1567",1719,"diversity of coronavirus in bats from eastern thailand","Wacharapluesadee et al.","Virology Journal",2015,30,5,0.166667,"Miniopterus magnater","alphacoronavirus","","","CoV1A/B","single","cross-sectional","RNA","broadly reactive heminested RT-PCR","multiple","RdRp ",NA,"faeces or rectal swab","Thailand","N","Srakaew","Chakan","NA","NA","2012","","",NA,"","","Spring,Summer,Winter",NA,"","","","","VERENA Admin","4/12/2022 2:28pm","faecal, rectal, or anal","1","0","1","1",NA,NA,"No","PCR",1,"Miniopterus magnater","Miniopterus magnater","diversity of coronavirus in bats from eastern thailand","266","diversity of coronavirus in bats from eastern thailand",0.434403582736407,0.00819672131147541,0.166666666666667,"Miniopterus magnater","Miniopterus magnater","VESPERTILIONIDAE"
"1568",1730,"diversity of coronavirus in bats from eastern thailand","Wacharapluesadee et al.","Virology Journal",2015,30,1,0.033333,"Miniopterus magnater","alphacoronavirus","","","HKU7","single","cross-sectional","RNA","broadly reactive heminested RT-PCR","multiple","RdRp ",NA,"faeces or rectal swab","Thailand","N","Srakaew","Chakan","NA","NA","2012","","",NA,"","","Spring,Summer,Winter",NA,"","","","","VERENA Admin","4/12/2022 2:28pm","faecal, rectal, or anal","1","0","1","1",NA,NA,"No","PCR",1,"Miniopterus magnater","Miniopterus magnater","diversity of coronavirus in bats from eastern thailand","267","diversity of coronavirus in bats from eastern thailand",0.218699565805753,0.00819672131147541,0.0333333333333333,"Miniopterus magnater","Miniopterus magnater","VESPERTILIONIDAE"
"1569",1720,"diversity of coronavirus in bats from eastern thailand","Wacharapluesadee et al.","Virology Journal",2015,1,1,1,"Miniopterus pusillus","alphacoronavirus","","","HKU8","single","cross-sectional","RNA","broadly reactive heminested RT-PCR","multiple","RdRp ",NA,"faeces or rectal swab","Thailand","N","Srakaew","Chakan","NA","NA","2012","","",NA,"","","Spring,Summer,Winter",NA,"","","","","VERENA Admin","4/12/2022 2:28pm","faecal, rectal, or anal","1","0","1","1",NA,NA,"No","PCR",1,"Miniopterus pusillus","Miniopterus pusillus","diversity of coronavirus in bats from eastern thailand","268","diversity of coronavirus in bats from eastern thailand",1.17809724509617,0.166666666666667,1,"Miniopterus pusillus","Miniopterus pusillus","VESPERTILIONIDAE"
"1570",1721,"diversity of coronavirus in bats from eastern thailand","Wacharapluesadee et al.","Virology Journal",2015,53,3,0.056604,"Miniopterus schreibersii","alphacoronavirus","","","Cov1A/B","single","cross-sectional","RNA","broadly reactive heminested RT-PCR","multiple","RdRp ",NA,"faeces or rectal swab","Thailand","N","Srakaew","Chakan","NA","NA","2008","","",NA,"","","Spring,Summer,Winter",NA,"","","","","VERENA Admin","4/12/2022 2:28pm","faecal, rectal, or anal","1","0","1","1",NA,NA,"No","PCR",1,"Miniopterus schreibersii","Miniopterus schreibersii","diversity of coronavirus in bats from eastern thailand","269","diversity of coronavirus in bats from eastern thailand",0.256791962023237,0.00467289719626168,0.0566037735849056,"Miniopterus schreibersii","Miniopterus schreibersii","VESPERTILIONIDAE"
"1571",1722,"diversity of coronavirus in bats from eastern thailand","Wacharapluesadee et al.","Virology Journal",2015,53,1,0.018868,"Miniopterus schreibersii","alphacoronavirus","","","HKU7","single","cross-sectional","RNA","broadly reactive heminested RT-PCR","multiple","RdRp ",NA,"faeces or rectal swab","Thailand","N","Srakaew","Chakan","NA","NA","2008","","",NA,"","","Spring,Summer,Winter",NA,"","","","","VERENA Admin","4/12/2022 2:28pm","faecal, rectal, or anal","1","0","1","1",NA,NA,"No","PCR",1,"Miniopterus schreibersii","Miniopterus schreibersii","diversity of coronavirus in bats from eastern thailand","270","diversity of coronavirus in bats from eastern thailand",0.165082305803316,0.00467289719626168,0.0188679245283019,"Miniopterus schreibersii","Miniopterus schreibersii","VESPERTILIONIDAE"
"1572",1731,"diversity of coronavirus in bats from eastern thailand","Wacharapluesadee et al.","Virology Journal",2015,53,8,0.150943,"Miniopterus schreibersii","alphacoronavirus","","","HKU8","single","cross-sectional","RNA","broadly reactive heminested RT-PCR","multiple","RdRp ",NA,"faeces or rectal swab","Thailand","N","Srakaew","Chakan","NA","NA","2008","","",NA,"","","Spring,Summer,Winter",NA,"","","","","VERENA Admin","4/12/2022 2:28pm","faecal, rectal, or anal","1","0","1","1",NA,NA,"No","PCR",1,"Miniopterus schreibersii","Miniopterus schreibersii","diversity of coronavirus in bats from eastern thailand","271","diversity of coronavirus in bats from eastern thailand",0.407817001285177,0.00467289719626168,0.150943396226415,"Miniopterus schreibersii","Miniopterus schreibersii","VESPERTILIONIDAE"
"1575",1725,"diversity of coronavirus in bats from eastern thailand","Wacharapluesadee et al.","Virology Journal",2015,8,2,0.25,"Scotophilus heathii","alphacoronavirus","","","CoV 512","single","cross-sectional","RNA","broadly reactive heminested RT-PCR","multiple","RdRp ",NA,"faeces or rectal swab","Thailand","N","Chonburi","","NA","NA","2012","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:28pm","faecal, rectal, or anal","1","1","1","1",NA,NA,"No","PCR",1,"Scotophilus heathii","Scotophilus heathii","diversity of coronavirus in bats from eastern thailand","272","diversity of coronavirus in bats from eastern thailand",0.553181193479849,0.0294117647058824,0.25,"Scotophilus heathii","Scotophilus heathii","VESPERTILIONIDAE"
"1580",1737,"ecoepidemiology and complete genome comparison of different strains of severe acute respiratory syndrome-related rhinolophus bat coronavirus in china reveal bats as a reservoir for acute, self-limiting infection that allows recombination events","Lau et al.","J Virol",2010,1337,62,0.046372,"Rhinolophus sinicus","alphacoronavirus","","","Rh-BatCoV HKU2","pooled","longitudinal","RNA","RT-PCR","single","RdRp ",NA,"alimentary specimen","China","N","Hong Kong","","NA","NA","","2004","April",2008,"March","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:28pm","intestine","1","1","1","1",NA,NA,"Yes, for this study","PCR",1,"Rhinolophus sinicus","Rhinolophus sinicus","ecoepidemiology and complete genome comparison of different strains of severe acute respiratory syndrome-related rhinolophus bat coronavirus in china reveal bats as a reservoir for acute, self-limiting infection that allows recombination events","273","ecoepidemiology and complete genome comparison of different strains of severe acute respiratory syndrome-related rhinolophus bat coronavirus in china reveal bats as a reservoir for acute, self-limiting infection that allows recombination events",0.217845771436459,0.000186915887850467,0.0463724756918474,"Rhinolophus sinicus","Rhinolophus sinicus","RHINOLOPHIDAE"
"1581",1738,"ecoepidemiology and complete genome comparison of different strains of severe acute respiratory syndrome-related rhinolophus bat coronavirus in china reveal bats as a reservoir for acute, self-limiting infection that allows recombination events","Lau et al.","J Virol",2010,64,7,0.109375,"Rhinolophus sinicus","alphacoronavirus","","","Rh-BatCoV HKU2","pooled","longitudinal","RNA","RT-PCR","single","RdRp ",NA,"alimentary specimen","China","N","Guangdong","","NA","NA","","2004","April",2008,"March","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:28pm","intestine","1","1","1","1",NA,NA,"Yes, for this study","PCR",1,"Rhinolophus sinicus","Rhinolophus sinicus","ecoepidemiology and complete genome comparison of different strains of severe acute respiratory syndrome-related rhinolophus bat coronavirus in china reveal bats as a reservoir for acute, self-limiting infection that allows recombination events","274","ecoepidemiology and complete genome comparison of different strains of severe acute respiratory syndrome-related rhinolophus bat coronavirus in china reveal bats as a reservoir for acute, self-limiting infection that allows recombination events",0.346405221839843,0.00387596899224806,0.109375,"Rhinolophus sinicus","Rhinolophus sinicus","RHINOLOPHIDAE"
"1585",1742,"evidence for an ancestral association of human coronavirus 229e with bats","Corman et al.","J Virol",2015,242,19,0.078512,"Hipposideros abae","alphacoronavirus","Duvinacovirus","","HCoV-229E","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","Ghana","N","Ashanti","","NA","NA","","2009","",2011,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:28pm","faecal, rectal, or anal","1","1","1","1",NA,NA,"No","PCR",1,"Hipposideros abae","Hipposideros abae","evidence for an ancestral association of human coronavirus 229e with bats","275","evidence for an ancestral association of human coronavirus 229e with bats",0.287189138092059,0.00103092783505155,0.0785123966942148,"Hipposideros abae","Hipposideros abae","HIPPOSIDERIDAE"
"1588",1745,"evidence for an ancestral association of human coronavirus 229e with bats","Corman et al.","J Virol",2015,1611,62,0.038485,"Hipposideros cf. ruber","alphacoronavirus","Duvinacovirus","","HCoV-229E","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","Ghana","N","Ashanti","","NA","NA","","2009","",2011,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:28pm","faecal, rectal, or anal","1","1","1","1",NA,NA,"No","PCR",1,"Hipposideros ruber","Hipposideros ruber","evidence for an ancestral association of human coronavirus 229e with bats","276","evidence for an ancestral association of human coronavirus 229e with bats",0.198198915026244,0.000155134967421657,0.0384854127870888,"Hipposideros ruber","Hipposideros ruber","HIPPOSIDERIDAE"
"1596",1753,"extensive diversity of coronaviruses in bats from china","Lin et al.","Virology",2017,35,1,0.028571,"Hipposideros armiger","alphacoronavirus","","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Guizhou","Anlong","NA","NA","","2012","",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:28pm","faecal, rectal, or anal","1","1","1","1",NA,NA,"Yes, for this study","PCR",1,"Hipposideros armiger","Hipposideros armiger","extensive diversity of coronaviruses in bats from china","277","extensive diversity of coronaviruses in bats from china",0.202694602024949,0.00704225352112676,0.0285714285714286,"Hipposideros armiger","Hipposideros armiger","HIPPOSIDERIDAE"
"1597",1754,"extensive diversity of coronaviruses in bats from china","Lin et al.","Virology",2017,179,14,0.078212,"Miniopterus schreibersii","alphacoronavirus","","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Guizhou","Anlong","NA","NA","","2012","",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:28pm","faecal, rectal, or anal","1","1","1","1",NA,NA,"Yes, for this study","PCR",1,"Miniopterus schreibersii","Miniopterus schreibersii","extensive diversity of coronaviruses in bats from china","278","extensive diversity of coronaviruses in bats from china",0.287738681869037,0.00139275766016713,0.0782122905027933,"Miniopterus schreibersii","Miniopterus schreibersii","VESPERTILIONIDAE"
"1598",1755,"extensive diversity of coronaviruses in bats from china","Lin et al.","Virology",2017,5,3,0.6,"Myotis davidii","alphacoronavirus","","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Guizhou","Anlong","NA","NA","","2012","",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:28pm","faecal, rectal, or anal","1","1","1","1",NA,NA,"Yes, for this study","PCR",1,"Myotis davidii","Myotis davidii","extensive diversity of coronaviruses in bats from china","279","extensive diversity of coronaviruses in bats from china",0.870357390760979,0.0454545454545455,0.6,"Myotis davidii","Myotis davidii","VESPERTILIONIDAE"
"1599",1756,"extensive diversity of coronaviruses in bats from china","Lin et al.","Virology",2017,4,1,0.25,"Myotis siligorensis","alphacoronavirus","","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Guizhou","Anlong","NA","NA","","2012","",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:28pm","faecal, rectal, or anal","1","1","1","1",NA,NA,"Yes, for this study","PCR",1,"Myotis siligorensis","Myotis siligorensis","extensive diversity of coronaviruses in bats from china","280","extensive diversity of coronaviruses in bats from china",0.574183406001544,0.0555555555555556,0.25,"Myotis siligorensis","Myotis siligorensis","VESPERTILIONIDAE"
"1600",1757,"extensive diversity of coronaviruses in bats from china","Lin et al.","Virology",2017,1,1,1,"Rhinolophus macrotis","alphacoronavirus","","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Guizhou","Anlong","NA","NA","","2012","",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:28pm","faecal, rectal, or anal","1","1","1","1",NA,NA,"Yes, for this study","PCR",1,"Rhinolophus macrotis","Rhinolophus macrotis","extensive diversity of coronaviruses in bats from china","281","extensive diversity of coronaviruses in bats from china",1.17809724509617,0.166666666666667,1,"Rhinolophus macrotis","Rhinolophus macrotis","RHINOLOPHIDAE"
"1601",1758,"extensive diversity of coronaviruses in bats from china","Lin et al.","Virology",2017,30,2,0.066667,"Rhinolophus pearsonii","alphacoronavirus","","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Guizhou","Anlong","NA","NA","","2012","",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:28pm","faecal, rectal, or anal","1","1","1","1",NA,NA,"Yes, for this study","PCR",1,"Rhinolophus pearsonii","Rhinolophus pearsonii","extensive diversity of coronaviruses in bats from china","282","extensive diversity of coronaviruses in bats from china",0.286574458965037,0.00819672131147541,0.0666666666666667,"Rhinolophus pearsonii","Rhinolophus pearsonii","RHINOLOPHIDAE"
"1602",1759,"extensive diversity of coronaviruses in bats from china","Lin et al.","Virology",2017,22,1,0.045455,"Rhinolophus pusillus","alphacoronavirus","","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Guizhou","Anlong","NA","NA","","2012","",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:28pm","faecal, rectal, or anal","1","1","1","1",NA,NA,"Yes, for this study","PCR",1,"Rhinolophus pusillus","Rhinolophus pusillus","extensive diversity of coronaviruses in bats from china","283","extensive diversity of coronaviruses in bats from china",0.254694882744505,0.0111111111111111,0.0454545454545455,"Rhinolophus pusillus","Rhinolophus pusillus","RHINOLOPHIDAE"
"1606",1763,"extensive diversity of coronaviruses in bats from china","Lin et al.","Virology",2017,19,2,0.105263,"Miniopterus schreibersii","alphacoronavirus","","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Henan","Neixiang","NA","NA","","2012","",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:28pm","faecal, rectal, or anal","1","1","1","1",NA,NA,"Yes, for this study","PCR",1,"Miniopterus schreibersii","Miniopterus schreibersii","extensive diversity of coronaviruses in bats from china","284","extensive diversity of coronaviruses in bats from china",0.359724984744357,0.0128205128205128,0.105263157894737,"Miniopterus schreibersii","Miniopterus schreibersii","VESPERTILIONIDAE"
