"","UniqueID","Field.25","author..from.Imported.table.2.","journal..from.Imported.table.2.","year..from.Imported.table.2.","sample","positives","prevalence","bat_species","virus_genus","virus_subgenus","virus_species","virus_strain","detection_type","study_type","detection_method","method_specific","single.multiple.PCR.method","Primers","gene_targets","Terminal.sampling.","tissue","country","state","site","longitude","latitude","sample_year","start_year","start_month","end_year","end_month","sample_season","X..Sampling.Trips","Sex.Info.","Habitat.Disturbance.Info.","Coinfection.Info.","Entered.by","Last.modified","euthanasia"
"1274",1385,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,3,0,0,"Hipposideros armiger","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single",NA,"RdRp",NA,"urine","Thailand","Phayao","Cave 2","","","2006","","",NA,"","April",NA,"N","N","N","VERENA Admin","6/24/2021 12:14pm","N"
"1275",1386,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,1,0,0,"Aselliscus stoliczkanus","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single",NA,"RdRp",NA,"oral swab","Thailand","Phayao","Cave 2","","","2006","","",NA,"","April",NA,"N","N","N","VERENA Admin","6/24/2021 12:14pm","N"
"1276",1387,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,1,0,0,"Aselliscus stoliczkanus","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single",NA,"RdRp",NA,"faeces","Thailand","Phayao","Cave 2","","","2006","","",NA,"","April",NA,"N","N","N","VERENA Admin","6/24/2021 12:14pm","N"
"1277",1388,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,1,0,0,"Aselliscus stoliczkanus","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single",NA,"RdRp",NA,"urine","Thailand","Phayao","Cave 2","","","2006","","",NA,"","April",NA,"N","N","N","VERENA Admin","6/24/2021 12:14pm","N"
"1278",1389,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,2,0,0,"Hipposideros larvatus","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single",NA,"RdRp",NA,"oral swab","Thailand","Phayao","Cave 2","","","2006","","",NA,"","April",NA,"N","N","N","VERENA Admin","6/24/2021 12:14pm","N"
"1279",1390,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,2,0,0,"Hipposideros larvatus","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single",NA,"RdRp",NA,"faeces","Thailand","Phayao","Cave 2","","","2006","","",NA,"","April",NA,"N","N","N","VERENA Admin","6/24/2021 12:14pm","N"
"1280",1391,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,1,0,0,"Hipposideros larvatus","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single",NA,"RdRp",NA,"urine","Thailand","Phayao","Cave 2","","","2006","","",NA,"","April",NA,"N","N","N","VERENA Admin","6/24/2021 12:14pm","N"
"1281",1392,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,2,0,0,"Hipposideros lylei","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single",NA,"RdRp",NA,"oral swab","Thailand","Phayao","Cave 2","","","2006","","",NA,"","April",NA,"N","N","N","VERENA Admin","6/24/2021 12:14pm","N"
"1282",1393,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,2,0,0,"Hipposideros lylei","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single",NA,"RdRp",NA,"faeces","Thailand","Phayao","Cave 2","","","2006","","",NA,"","April",NA,"N","N","N","VERENA Admin","6/24/2021 12:14pm","N"
"1283",1394,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,2,0,0,"Hipposideros lylei","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single",NA,"RdRp",NA,"urine","Thailand","Phayao","Cave 2","","","2006","","",NA,"","April",NA,"N","N","N","VERENA Admin","6/24/2021 12:14pm","N"
"1284",1395,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,15,0,0,"Hipposideros larvatus","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single",NA,"RdRp",NA,"oral swab","Thailand","Chiang Rai","Cave 3","","","2006","","",NA,"","April",NA,"N","N","N","VERENA Admin","6/24/2021 12:14pm","N"
"1285",1396,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,18,0,0,"Hipposideros larvatus","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single",NA,"RdRp",NA,"faeces","Thailand","Chiang Rai","Cave 3","","","2006","","",NA,"","April",NA,"N","N","N","VERENA Admin","6/24/2021 12:14pm","N"
"1286",1397,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,5,0,0,"Hipposideros larvatus","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single",NA,"RdRp",NA,"urine","Thailand","Chiang Rai","Cave 3","","","2006","","",NA,"","April",NA,"N","N","N","VERENA Admin","6/24/2021 12:14pm","N"
"1287",1398,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,2,0,0,"Aselliscus stoliczkanus","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single",NA,"RdRp",NA,"oral swab","Thailand","Chiang Rai","Cave 3","","","2006","","",NA,"","April",NA,"N","N","N","VERENA Admin","6/24/2021 12:14pm","N"
"1288",1399,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,2,0,0,"Aselliscus stoliczkanus","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single",NA,"RdRp",NA,"faeces","Thailand","Chiang Rai","Cave 3","","","2006","","",NA,"","April",NA,"N","N","N","VERENA Admin","6/24/2021 12:14pm","N"
"1289",1400,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,17,0,0,"Hipposideros armiger","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single",NA,"RdRp",NA,"faeces","Thailand","Ratchaburi","Cave 4","","","2006","","",NA,"","June",NA,"N","N","N","VERENA Admin","6/24/2021 12:14pm","N"
"1290",1401,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,7,0,0,"Hipposideros larvatus","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single",NA,"RdRp",NA,"faeces","Thailand","Ratchaburi","Cave 4","","","2006","","",NA,"","June",NA,"N","N","N","VERENA Admin","6/24/2021 12:14pm","N"
"1291",1402,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,1,0,0,"Hipposideros larvatus","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single",NA,"RdRp",NA,"urine","Thailand","Ratchaburi","Cave 4","","","2006","","",NA,"","June",NA,"N","N","N","VERENA Admin","6/24/2021 12:14pm","N"
"1292",1403,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,5,0,0,"Hipposideros armiger","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single",NA,"RdRp",NA,"faeces","Thailand","Uthai Thani","Cave 13","","","2007","","",NA,"","July",NA,"N","N","N","VERENA Admin","6/24/2021 12:14pm","N"
"1293",1404,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,12,0,0,"Hipposideros larvatus","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single",NA,"RdRp",NA,"oral swab","Thailand","Ratchaburi","Cave 5","","","2006","","",NA,"","November",NA,"N","N","N","VERENA Admin","6/24/2021 12:14pm","N"
"1294",1405,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,3,0,0,"Hipposideros larvatus","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single",NA,"RdRp",NA,"urine","Thailand","Ratchaburi","Cave 5","","","2006","","",NA,"","November",NA,"N","N","N","VERENA Admin","6/24/2021 12:14pm","N"
"1295",1406,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,2,0,0,"Hipposideros armiger","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single",NA,"RdRp",NA,"oral swab","Thailand","Ratchaburi","Cave 6","","","2006","","",NA,"","November",NA,"N","N","N","VERENA Admin","6/24/2021 12:14pm","N"
"1296",1407,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,1,0,0,"Hipposideros armiger","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single",NA,"RdRp",NA,"faeces","Thailand","Ratchaburi","Cave 6","","","2006","","",NA,"","November",NA,"N","N","N","VERENA Admin","6/24/2021 12:14pm","N"
"1297",1408,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,9,0,0,"Hipposideros lekaguli","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single",NA,"RdRp",NA,"oral swab","Thailand","Ratchaburi","Cave 6","","","2006","","",NA,"","November",NA,"N","N","N","VERENA Admin","6/24/2021 12:14pm","N"
"1298",1409,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,1,0,0,"Hipposideros lekaguli","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single",NA,"RdRp",NA,"faeces","Thailand","Ratchaburi","Cave 6","","","2006","","",NA,"","November",NA,"N","N","N","VERENA Admin","6/24/2021 12:14pm","N"
"1299",1410,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,2,0,0,"Hipposideros lekaguli","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single",NA,"RdRp",NA,"urine","Thailand","Ratchaburi","Cave 6","","","2006","","",NA,"","November",NA,"N","N","N","VERENA Admin","6/24/2021 12:14pm","N"
"1300",1411,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,8,0,0,"Hipposideros larvatus","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single",NA,"RdRp",NA,"faeces","Thailand","Uthai Thani","Cave 14","","","2007","","",NA,"","May",NA,"N","N","N","VERENA Admin","6/24/2021 12:14pm","N"
"1301",1412,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,1,0,0,"Hipposideros pomona","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single",NA,"RdRp",NA,"faeces","Thailand","Uthai Thani","Cave 14","","","2007","","",NA,"","May",NA,"N","N","N","VERENA Admin","6/24/2021 12:14pm","N"
"1302",1413,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,2,0,0,"Hipposideros cineraceus","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single",NA,"RdRp",NA,"faeces","Thailand","Uthai Thani","Cave 14","","","2007","","",NA,"","May",NA,"N","N","N","VERENA Admin","6/24/2021 12:14pm","N"
"1303",1414,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,3,0,0,"Hipposideros larvatus","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single",NA,"RdRp",NA,"faeces","Thailand","Tak","Cave 15","","","2007","","",NA,"","May",NA,"N","N","N","VERENA Admin","6/24/2021 12:14pm","N"
"1304",1415,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,5,0,0,"Hipposideros armiger","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single",NA,"RdRp",NA,"faeces","Thailand","Tak","Cave 16","","","2007","","",NA,"","May",NA,"N","N","N","VERENA Admin","6/24/2021 12:14pm","N"
"1305",1416,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,2,0,0,"Hipposideros lylei","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single",NA,"RdRp",NA,"faeces","Thailand","Tak","Cave 16","","","2007","","",NA,"","May",NA,"N","N","N","VERENA Admin","6/24/2021 12:14pm","N"
"1306",1417,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,10,0,0,"Hipposideros armiger","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single",NA,"RdRp",NA,"oral swab","Thailand","Ratchaburi","Cave 4","","","2007","","",NA,"","September",NA,"N","N","N","VERENA Admin","7/19/2021 10:19am","N"
"1307",1418,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,10,4,0.4,"Hipposideros armiger","alphacoronavirus","","","Ha AcOV R","single","cross-sectional","RNA","RT-PCR","single",NA,"RdRp",NA,"faeces","Thailand","Ratchaburi","Cave 4","","","2007","","",NA,"","September",NA,"N","N","N","VERENA Admin","6/15/2021 11:56am","N"
"1308",1419,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,1,0,0,"Hipposideros larvatus","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single",NA,"RdRp",NA,"oral swab","Thailand","Chachoengsao","Cave 17","","","2007","","",NA,"","March",NA,"N","N","N","VERENA Admin","6/24/2021 12:14pm","N"
"1309",1420,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,1,0,0,"Hipposideros larvatus","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single",NA,"RdRp",NA,"faeces","Thailand","Chachoengsao","Cave 17","","","2007","","",NA,"","March",NA,"N","N","N","VERENA Admin","6/24/2021 12:14pm","N"
"1310",1421,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,10,0,0,"Hipposideros armiger","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single",NA,"RdRp",NA,"oral swab","Thailand","Chachoengsao","Cave 17","","","2007","","",NA,"","March",NA,"N","N","N","VERENA Admin","6/24/2021 12:14pm","N"
