,X,UniqueID,title,author..from.Imported.table.2.,journal..from.Imported.table.2.,year..from.Imported.table.2.,sample,positives,prevalence,bat_species,virus_genus,virus_genus_notes,virus_subgenus,virus_species,virus_strain,detection_type,study_type,detection_method,method_specific,single.multiple.PCR.method,gene_targets,Terminal.sampling.,tissue,country,country_hemisphere,state,site,longitude,latitude,sample_year,start_year,start_month,end_year,end_month,sample_season,sample_season_simplified,X..Sampling.Trips,Sex.Info.,Habitat.Disturbance.Info.,Coinfection.Info.,Flag,Entered.by,Last.modified,tissue_simplified,sample_simplified,summer,fall,winter,spring,latidudedecimal,longitudedecimal,gene_targets_simplified,euthanasia,euthanasia_simplified,method_specific_simplified,virus_genus_simplified,spec,species_for_reader,species,studies,species_char,family
797,797,1057,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs",Monchatre-leroy et al.,Viruses-basel,2017,3,0,0,Myotis bechsteinii,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,RT-PCR,single,RdRp,NA,intestines,France,N,,74 of the 100 French administrative departments,NA,NA,2013,,,NA,,,Year,NA,N,N,N,,VERENA Admin,4/12/2022 2:18pm,intestine,tissue,1,1,1,1,NA,NA,RdRp,"Yes, BUT for previous study or rabies surveillance",Yes,PCR,genus not specified,1,Myotis bechsteinii,Myotis bechsteinii,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs",Myotis bechsteinii,VESPERTILIONIDAE
798,798,1058,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs",Monchatre-leroy et al.,Viruses-basel,2017,1,0,0,Myotis daubentonii,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,RT-PCR,single,RdRp,NA,intestines,France,N,,74 of the 100 French administrative departments,NA,NA,2013,,,NA,,,Year,NA,N,N,N,,VERENA Admin,4/12/2022 2:18pm,intestine,tissue,1,1,1,1,NA,NA,RdRp,"Yes, BUT for previous study or rabies surveillance",Yes,PCR,genus not specified,1,Myotis daubentonii,Myotis daubentonii,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs",Myotis daubentonii,VESPERTILIONIDAE
799,799,2705,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs",Monchatre-leroy et al.,Viruses-basel,2017,1,0,0,Myotis daubentonii,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,RT-PCR,single,RdRp,NA,intestines,France,N,,74 of the 100 French administrative departments,NA,NA,2014,,,NA,,,Year,NA,N,N,N,,VERENA Admin,4/12/2022 2:18pm,intestine,tissue,1,1,1,1,NA,NA,RdRp,"Yes, BUT for previous study or rabies surveillance",Yes,PCR,genus not specified,1,Myotis daubentonii,Myotis daubentonii,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs",Myotis daubentonii,VESPERTILIONIDAE
802,802,1061,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs",Monchatre-leroy et al.,Viruses-basel,2017,2,0,0,Nyctalus noctula,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,RT-PCR,single,RdRp,NA,intestines,France,N,,74 of the 100 French administrative departments,NA,NA,2013,,,NA,,,Year,NA,N,N,N,,VERENA Admin,4/12/2022 2:18pm,intestine,tissue,1,1,1,1,NA,NA,RdRp,"Yes, BUT for previous study or rabies surveillance",Yes,PCR,genus not specified,1,Nyctalus noctula,Nyctalus noctula,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs",Nyctalus noctula,VESPERTILIONIDAE
803,803,1062,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs",Monchatre-leroy et al.,Viruses-basel,2017,2,0,0,Nyctalus leisleri,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,RT-PCR,single,RdRp,NA,intestines,France,N,,74 of the 100 French administrative departments,NA,NA,2013,,,NA,,,Year,NA,N,N,N,,VERENA Admin,4/12/2022 2:18pm,intestine,tissue,1,1,1,1,NA,NA,RdRp,"Yes, BUT for previous study or rabies surveillance",Yes,PCR,genus not specified,1,Nyctalus leisleri,Nyctalus leisleri,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs",Nyctalus leisleri,VESPERTILIONIDAE
804,804,2706,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs",Monchatre-leroy et al.,Viruses-basel,2017,9,0,0,Nyctalus leisleri,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,RT-PCR,single,RdRp,NA,intestines,France,N,,74 of the 100 French administrative departments,NA,NA,2014,,,NA,,,Year,NA,N,N,N,,VERENA Admin,4/12/2022 2:18pm,intestine,tissue,1,1,1,1,NA,NA,RdRp,"Yes, BUT for previous study or rabies surveillance",Yes,PCR,genus not specified,1,Nyctalus leisleri,Nyctalus leisleri,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs",Nyctalus leisleri,VESPERTILIONIDAE
805,805,2707,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs",Monchatre-leroy et al.,Viruses-basel,2017,4,0,0,Nyctalus leisleri,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,RT-PCR,single,RdRp,NA,intestines,France,N,,74 of the 100 French administrative departments,NA,NA,2015,,,NA,,,Year,NA,N,N,N,,VERENA Admin,4/12/2022 2:18pm,intestine,tissue,1,1,1,1,NA,NA,RdRp,"Yes, BUT for previous study or rabies surveillance",Yes,PCR,genus not specified,1,Nyctalus leisleri,Nyctalus leisleri,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs",Nyctalus leisleri,VESPERTILIONIDAE
806,806,1063,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs",Monchatre-leroy et al.,Viruses-basel,2017,4,0,0,Plecotus austriacus,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,RT-PCR,single,RdRp,NA,intestines,France,N,,74 of the 100 French administrative departments,NA,NA,2013,,,NA,,,Year,NA,N,N,N,,VERENA Admin,4/12/2022 2:18pm,intestine,tissue,1,1,1,1,NA,NA,RdRp,"Yes, BUT for previous study or rabies surveillance",Yes,PCR,genus not specified,1,Plecotus austriacus,Plecotus austriacus,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs",Plecotus austriacus,VESPERTILIONIDAE
807,807,2708,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs",Monchatre-leroy et al.,Viruses-basel,2017,4,0,0,Plecotus austriacus,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,RT-PCR,single,RdRp,NA,intestines,France,N,,74 of the 100 French administrative departments,NA,NA,2014,,,NA,,,Year,NA,N,N,N,,VERENA Admin,4/12/2022 2:18pm,intestine,tissue,1,1,1,1,NA,NA,RdRp,"Yes, BUT for previous study or rabies surveillance",Yes,PCR,genus not specified,1,Plecotus austriacus,Plecotus austriacus,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs",Plecotus austriacus,VESPERTILIONIDAE
808,808,2709,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs",Monchatre-leroy et al.,Viruses-basel,2017,2,0,0,Plecotus austriacus,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,RT-PCR,single,RdRp,NA,intestines,France,N,,74 of the 100 French administrative departments,NA,NA,2015,,,NA,,,Year,NA,N,N,N,,VERENA Admin,4/12/2022 2:18pm,intestine,tissue,1,1,1,1,NA,NA,RdRp,"Yes, BUT for previous study or rabies surveillance",Yes,PCR,genus not specified,1,Plecotus austriacus,Plecotus austriacus,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs",Plecotus austriacus,VESPERTILIONIDAE
809,809,1064,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs",Monchatre-leroy et al.,Viruses-basel,2017,3,0,0,Plecotus auritus,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,RT-PCR,single,RdRp,NA,intestines,France,N,,74 of the 100 French administrative departments,NA,NA,2013,,,NA,,,Year,NA,N,N,N,,VERENA Admin,4/12/2022 2:18pm,intestine,tissue,1,1,1,1,NA,NA,RdRp,"Yes, BUT for previous study or rabies surveillance",Yes,PCR,genus not specified,1,Plecotus auritus,Plecotus auritus,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs",Plecotus auritus,VESPERTILIONIDAE
810,810,2711,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs",Monchatre-leroy et al.,Viruses-basel,2017,4,0,0,Plecotus auritus,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,RT-PCR,single,RdRp,NA,intestines,France,N,,74 of the 100 French administrative departments,NA,NA,2014,,,NA,,,Year,NA,N,N,N,,VERENA Admin,4/12/2022 2:18pm,intestine,tissue,1,1,1,1,NA,NA,RdRp,"Yes, BUT for previous study or rabies surveillance",Yes,PCR,genus not specified,1,Plecotus auritus,Plecotus auritus,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs",Plecotus auritus,VESPERTILIONIDAE
811,811,2712,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs",Monchatre-leroy et al.,Viruses-basel,2017,8,0,0,Plecotus auritus,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,RT-PCR,single,RdRp,NA,intestines,France,N,,74 of the 100 French administrative departments,NA,NA,2015,,,NA,,,Year,NA,N,N,N,,VERENA Admin,4/12/2022 2:18pm,intestine,tissue,1,1,1,1,NA,NA,RdRp,"Yes, BUT for previous study or rabies surveillance",Yes,PCR,genus not specified,1,Plecotus auritus,Plecotus auritus,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs",Plecotus auritus,VESPERTILIONIDAE
812,812,1065,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs",Monchatre-leroy et al.,Viruses-basel,2017,42,0,0,Pipistrellus pipistrellus,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,RT-PCR,single,RdRp,NA,intestines,France,N,,74 of the 100 French administrative departments,NA,NA,2013,,,NA,,,Year,NA,N,N,N,,VERENA Admin,4/12/2022 2:18pm,intestine,tissue,1,1,1,1,NA,NA,RdRp,"Yes, BUT for previous study or rabies surveillance",Yes,PCR,genus not specified,1,Pipistrellus pipistrellus,Pipistrellus pipistrellus,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs",Pipistrellus pipistrellus,VESPERTILIONIDAE
815,815,1066,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs",Monchatre-leroy et al.,Viruses-basel,2017,9,0,0,Pipistrellus kuhlii,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,RT-PCR,single,RdRp,NA,intestines,France,N,,"74 of the 100 French administrative departments (positive in East, West and North of France)",NA,NA,2013,,,NA,,,Year,NA,N,N,N,,VERENA Admin,4/12/2022 2:18pm,intestine,tissue,1,1,1,1,NA,NA,RdRp,"Yes, BUT for previous study or rabies surveillance",Yes,PCR,genus not specified,1,Pipistrellus kuhlii,Pipistrellus kuhlii,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs",Pipistrellus kuhlii,VESPERTILIONIDAE
816,816,2716,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs",Monchatre-leroy et al.,Viruses-basel,2017,20,0,0,Pipistrellus kuhlii,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,RT-PCR,single,RdRp,NA,intestines,France,N,,"74 of the 100 French administrative departments (positive in East, West and North of France)",NA,NA,2014,,,NA,,,Year,NA,N,N,N,,VERENA Admin,4/12/2022 2:18pm,intestine,tissue,1,1,1,1,NA,NA,RdRp,"Yes, BUT for previous study or rabies surveillance",Yes,PCR,genus not specified,1,Pipistrellus kuhlii,Pipistrellus kuhlii,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs",Pipistrellus kuhlii,VESPERTILIONIDAE
817,817,2715,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs",Monchatre-leroy et al.,Viruses-basel,2017,11,0,0,Pipistrellus kuhlii,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,RT-PCR,single,RdRp,NA,intestines,France,N,,"74 of the 100 French administrative departments (positive in East, West and North of France)",NA,NA,2015,,,NA,,,Year,NA,N,N,N,,VERENA Admin,4/12/2022 2:18pm,intestine,tissue,1,1,1,1,NA,NA,RdRp,"Yes, BUT for previous study or rabies surveillance",Yes,PCR,genus not specified,1,Pipistrellus kuhlii,Pipistrellus kuhlii,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs",Pipistrellus kuhlii,VESPERTILIONIDAE
818,818,1067,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs",Monchatre-leroy et al.,Viruses-basel,2017,2,0,0,Pipistrellus nathusii,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,RT-PCR,single,RdRp,NA,intestines,France,N,,74 of the 100 French administrative departments,NA,NA,2013,,,NA,,,Year,NA,N,N,N,,VERENA Admin,4/12/2022 2:18pm,intestine,tissue,1,1,1,1,NA,NA,RdRp,"Yes, BUT for previous study or rabies surveillance",Yes,PCR,genus not specified,1,Pipistrellus nathusii,Pipistrellus nathusii,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs",Pipistrellus nathusii,VESPERTILIONIDAE
819,819,2717,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs",Monchatre-leroy et al.,Viruses-basel,2017,20,0,0,Pipistrellus nathusii,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,RT-PCR,single,RdRp,NA,intestines,France,N,,74 of the 100 French administrative departments,NA,NA,2014,,,NA,,,Year,NA,N,N,N,,VERENA Admin,4/12/2022 2:18pm,intestine,tissue,1,1,1,1,NA,NA,RdRp,"Yes, BUT for previous study or rabies surveillance",Yes,PCR,genus not specified,1,Pipistrellus nathusii,Pipistrellus nathusii,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs",Pipistrellus nathusii,VESPERTILIONIDAE
820,820,2718,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs",Monchatre-leroy et al.,Viruses-basel,2017,5,0,0,Pipistrellus nathusii,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,RT-PCR,single,RdRp,NA,intestines,France,N,,74 of the 100 French administrative departments,NA,NA,2015,,,NA,,,Year,NA,N,N,N,,VERENA Admin,4/12/2022 2:18pm,intestine,tissue,1,1,1,1,NA,NA,RdRp,"Yes, BUT for previous study or rabies surveillance",Yes,PCR,genus not specified,1,Pipistrellus nathusii,Pipistrellus nathusii,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs",Pipistrellus nathusii,VESPERTILIONIDAE
821,821,1068,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs",Monchatre-leroy et al.,Viruses-basel,2017,17,0,0,Pipistrellus pygmaeus,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,RT-PCR,single,RdRp,NA,intestines,France,N,,74 of the 100 French administrative departments,NA,NA,2013,,,NA,,,Year,NA,N,N,N,,VERENA Admin,4/12/2022 2:18pm,intestine,tissue,1,1,1,1,NA,NA,RdRp,"Yes, BUT for previous study or rabies surveillance",Yes,PCR,genus not specified,1,Pipistrellus pygmaeus,Pipistrellus pygmaeus,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs",Pipistrellus pygmaeus,VESPERTILIONIDAE
822,822,2719,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs",Monchatre-leroy et al.,Viruses-basel,2017,3,0,0,Pipistrellus pygmaeus,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,RT-PCR,single,RdRp,NA,intestines,France,N,,74 of the 100 French administrative departments,NA,NA,2014,,,NA,,,Year,NA,N,N,N,,VERENA Admin,4/12/2022 2:18pm,intestine,tissue,1,1,1,1,NA,NA,RdRp,"Yes, BUT for previous study or rabies surveillance",Yes,PCR,genus not specified,1,Pipistrellus pygmaeus,Pipistrellus pygmaeus,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs",Pipistrellus pygmaeus,VESPERTILIONIDAE
823,823,2720,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs",Monchatre-leroy et al.,Viruses-basel,2017,3,0,0,Pipistrellus pygmaeus,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,RT-PCR,single,RdRp,NA,intestines,France,N,,74 of the 100 French administrative departments,NA,NA,2015,,,NA,,,Year,NA,N,N,N,,VERENA Admin,4/12/2022 2:18pm,intestine,tissue,1,1,1,1,NA,NA,RdRp,"Yes, BUT for previous study or rabies surveillance",Yes,PCR,genus not specified,1,Pipistrellus pygmaeus,Pipistrellus pygmaeus,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs",Pipistrellus pygmaeus,VESPERTILIONIDAE
827,827,1070,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs",Monchatre-leroy et al.,Viruses-basel,2017,1,0,0,Vespertilio murinus,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,RT-PCR,single,RdRp,NA,intestines,France,N,,74 of the 100 French administrative departments,NA,NA,2014,,,NA,,,Year,NA,N,N,N,,VERENA Admin,4/12/2022 2:18pm,intestine,tissue,1,1,1,1,NA,NA,RdRp,"Yes, BUT for previous study or rabies surveillance",Yes,PCR,genus not specified,1,Vespertilio murinus,Vespertilio murinus,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs",Vespertilio murinus,VESPERTILIONIDAE
828,828,2723,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs",Monchatre-leroy et al.,Viruses-basel,2017,1,0,0,Vespertilio murinus,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,RT-PCR,single,RdRp,NA,intestines,France,N,,74 of the 100 French administrative departments,NA,NA,2015,,,NA,,,Year,NA,N,N,N,,VERENA Admin,4/12/2022 2:18pm,intestine,tissue,1,1,1,1,NA,NA,RdRp,"Yes, BUT for previous study or rabies surveillance",Yes,PCR,genus not specified,1,Vespertilio murinus,Vespertilio murinus,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs",Vespertilio murinus,VESPERTILIONIDAE
829,829,1071,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs",Monchatre-leroy et al.,Viruses-basel,2017,7,0,0,Eptesicus serotinus,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,RT-PCR,single,RdRp,NA,intestines,France,N,,74 of the 100 French administrative departments,NA,NA,2013,,,NA,,,Year,NA,N,N,N,,VERENA Admin,4/12/2022 2:18pm,intestine,tissue,1,1,1,1,NA,NA,RdRp,"Yes, BUT for previous study or rabies surveillance",Yes,PCR,genus not specified,1,Eptesicus serotinus,Eptesicus serotinus,"identification of alpha and beta coronavirus in wildlife species in france: bats, rodents, rabbits, and hedgehogs",Eptesicus serotinus,VESPERTILIONIDAE
