"","X","UniqueID","title","author..from.Imported.table.2.","journal..from.Imported.table.2.","year..from.Imported.table.2.","sample","positives","prevalence","bat_species","virus_genus","virus_genus_notes","virus_subgenus","virus_species","virus_strain","detection_type","study_type","detection_method","method_specific","single.multiple.PCR.method","gene_targets","Terminal.sampling.","tissue","country","country_hemisphere","state","site","longitude","latitude","sample_year","start_year","start_month","end_year","end_month","sample_season","sample_season_simplified","X..Sampling.Trips","Sex.Info.","Habitat.Disturbance.Info.","Coinfection.Info.","Flag","Entered.by","Last.modified","tissue_simplified","sample_simplified","summer","fall","winter","spring","latidudedecimal","longitudedecimal","gene_targets_simplified","euthanasia","euthanasia_simplified","method_specific_simplified","virus_genus_simplified","spec","species_for_reader","species","studies","species_char","family"
"1153",1153,1412,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,1,0,0,"Hipposideros pomona","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Thailand","N","Uthai Thani","Cave 14",NA,NA,"2007","","",NA,"","May","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","faecal, rectal, or anal","faeces",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hipposideros pomona","Hipposideros pomona","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Hipposideros pomona","HIPPOSIDERIDAE"
"1154",1154,1413,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,2,0,0,"Hipposideros cineraceus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Thailand","N","Uthai Thani","Cave 14",NA,NA,"2007","","",NA,"","May","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","faecal, rectal, or anal","faeces",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hipposideros cineraceus","Hipposideros cineraceus","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Hipposideros cineraceus","HIPPOSIDERIDAE"
"1155",1155,1414,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,3,0,0,"Hipposideros larvatus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Thailand","N","Tak","Cave 15",NA,NA,"2007","","",NA,"","May","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","faecal, rectal, or anal","faeces",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hipposideros larvatus","Hipposideros larvatus","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Hipposideros larvatus","HIPPOSIDERIDAE"
"1156",1156,1415,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,5,0,0,"Hipposideros armiger","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Thailand","N","Tak","Cave 16",NA,NA,"2007","","",NA,"","May","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","faecal, rectal, or anal","faeces",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hipposideros armiger","Hipposideros armiger","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Hipposideros armiger","HIPPOSIDERIDAE"
"1157",1157,1416,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,2,0,0,"Hipposideros lylei","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Thailand","N","Tak","Cave 16",NA,NA,"2007","","",NA,"","May","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","faecal, rectal, or anal","faeces",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hipposideros lylei","Hipposideros lylei","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Hipposideros lylei","HIPPOSIDERIDAE"
"1158",1158,1417,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,10,0,0,"Hipposideros armiger","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab","Thailand","N","Ratchaburi","Cave 4",NA,NA,"2007","","",NA,"","September","Fall",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","oropharyngeal","swab",0,1,0,0,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hipposideros armiger","Hipposideros armiger","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Hipposideros armiger","HIPPOSIDERIDAE"
"1159",1159,1418,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,10,4,0.4,"Hipposideros armiger","alphacoronavirus","","","","Ha AcOV R","repeat","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","Thailand","N","Ratchaburi","Cave 4",NA,NA,"2007","","",NA,"","September","Fall",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","faecal, rectal, or anal","faeces",0,1,0,0,NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Hipposideros armiger","Hipposideros armiger","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Hipposideros armiger","HIPPOSIDERIDAE"
"1160",1160,1419,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,1,0,0,"Hipposideros larvatus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab","Thailand","N","Ratchaburi","Cave 4",NA,NA,"2007","","",NA,"","March","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","oropharyngeal","swab",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hipposideros larvatus","Hipposideros larvatus","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Hipposideros larvatus","HIPPOSIDERIDAE"
"1161",1161,1420,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,1,0,0,"Hipposideros larvatus","alphacoronavirus or betacoronavirus","","","","","repeat","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","Thailand","N","Ratchaburi","Cave 4",NA,NA,"2007","","",NA,"","March","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","faecal, rectal, or anal","faeces",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hipposideros larvatus","Hipposideros larvatus","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Hipposideros larvatus","HIPPOSIDERIDAE"
"1162",1162,1421,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,10,0,0,"Hipposideros armiger","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab","Thailand","N","Chachoengsao","Cave 17",NA,NA,"2007","","",NA,"","March","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","oropharyngeal","swab",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hipposideros armiger","Hipposideros armiger","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Hipposideros armiger","HIPPOSIDERIDAE"
"1163",1163,1422,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,10,0,0,"Hipposideros armiger","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Thailand","N","Chachoengsao","Cave 17",NA,NA,"2007","","",NA,"","March","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","faecal, rectal, or anal","faeces",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hipposideros armiger","Hipposideros armiger","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Hipposideros armiger","HIPPOSIDERIDAE"
"1164",1164,1423,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,11,0,0,"Hipposideros larvatus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab","Thailand","N","Chachoengsao","Cave 17",NA,NA,"2007","","",NA,"","March","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","oropharyngeal","swab",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hipposideros larvatus","Hipposideros larvatus","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Hipposideros larvatus","HIPPOSIDERIDAE"
"1165",1165,1424,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,11,3,0.272727,"Hipposideros larvatus","betacoronavirus","","","","HI BcoV T","repeat","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","Thailand","N","Chachoengsao","Cave 17",NA,NA,"2007","","",NA,"","March","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","faecal, rectal, or anal","faeces",0,0,0,1,NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Hipposideros larvatus","Hipposideros larvatus","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Hipposideros larvatus","HIPPOSIDERIDAE"
"1166",1166,1425,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,3,0,0,"Hipposideros pomona","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Thailand","N","Nakon Ratchasima","Cave 18",NA,NA,"2007","","",NA,"","November","Fall",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","faecal, rectal, or anal","faeces",0,1,0,0,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hipposideros pomona","Hipposideros pomona","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Hipposideros pomona","HIPPOSIDERIDAE"
"1167",1167,1426,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,5,0,0,"Hipposideros cineraceus","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"urine","Thailand","N","Khanchanaburi","Cave 24/25",NA,NA,"2007","","",NA,"","December","Winter",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","urinary","tissue",0,0,1,0,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hipposideros cineraceus","Hipposideros cineraceus","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Hipposideros cineraceus","HIPPOSIDERIDAE"
"1168",1168,1427,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,2,0,0,"Hipposideros pomona","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Thailand","N","Khanchanaburi","Cave 24/25",NA,NA,"2007","","",NA,"","December","Winter",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","faecal, rectal, or anal","faeces",0,0,1,0,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hipposideros pomona","Hipposideros pomona","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Hipposideros pomona","HIPPOSIDERIDAE"
"1169",1169,1428,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,1,0,0,"Hipposideros pomona","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"urine","Thailand","N","Khanchanaburi","Cave 24/25",NA,NA,"2007","","",NA,"","December","Winter",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","urinary","tissue",0,0,1,0,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hipposideros pomona","Hipposideros pomona","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Hipposideros pomona","HIPPOSIDERIDAE"
"1170",1170,1429,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,2,0,0,"Hipposideros halophyllus","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Thailand","N","Khanchanaburi","Cave 24/25",NA,NA,"2007","","",NA,"","December","Winter",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","faecal, rectal, or anal","faeces",0,0,1,0,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hipposideros halophyllus","Hipposideros halophyllus","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Hipposideros halophyllus","HIPPOSIDERIDAE"
"1171",1171,1430,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,4,0,0,"Hipposideros halophyllus","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"urine","Thailand","N","Khanchanaburi","Cave 24/25",NA,NA,"2007","","",NA,"","December","Winter",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","urinary","tissue",0,0,1,0,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hipposideros halophyllus","Hipposideros halophyllus","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Hipposideros halophyllus","HIPPOSIDERIDAE"
"1172",1172,1431,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,40,21,0.525,"Hipposideros larvatus","betacoronavirus","","","","HI BcoV T","repeat","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","Thailand","N","Chachoengsao","Cave 17",NA,NA,"2008","","",NA,"","September","Fall",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","faecal, rectal, or anal","faeces",0,1,0,0,NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Hipposideros larvatus","Hipposideros larvatus","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Hipposideros larvatus","HIPPOSIDERIDAE"
"1173",1173,1432,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,2,0,0,"Megaderma lyra","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab","Thailand","N","Nan","Cave 1",NA,NA,"2006","","",NA,"","March","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","oropharyngeal","swab",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Megaderma lyra","Megaderma lyra","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Megaderma lyra","MEGADERMATIDAE"
"1174",1174,1433,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,1,0,0,"Megaderma lyra","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"urine","Thailand","N","Nan","Cave 1",NA,NA,"2006","","",NA,"","March","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","urinary","tissue",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Megaderma lyra","Megaderma lyra","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Megaderma lyra","MEGADERMATIDAE"
"1175",1175,1434,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,5,0,0,"Megaderma spasma","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab","Thailand","N","Lampang","Cave 12",NA,NA,"2006","","",NA,"","April","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","oropharyngeal","swab",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Megaderma spasma","Megaderma spasma","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Megaderma spasma","MEGADERMATIDAE"
"1176",1176,1435,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,5,0,0,"Megaderma spasma","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Thailand","N","Lampang","Cave 12",NA,NA,"2006","","",NA,"","April","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","faecal, rectal, or anal","faeces",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Megaderma spasma","Megaderma spasma","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Megaderma spasma","MEGADERMATIDAE"
"1177",1177,1436,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,3,0,0,"Megaderma spasma","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"urine","Thailand","N","Lampang","Cave 12",NA,NA,"2006","","",NA,"","April","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","urinary","tissue",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Megaderma spasma","Megaderma spasma","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Megaderma spasma","MEGADERMATIDAE"
"1178",1178,1437,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,2,0,0,"Eonycteris spelaea","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Thailand","N","Tak","Cave 15",NA,NA,"2007","","",NA,"","May","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","faecal, rectal, or anal","faeces",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Eonycteris spelaea","Eonycteris spelaea","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Eonycteris spelaea","PTEROPODIDAE"
